layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,lat,lon,rmse,n_points,porosity,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m,sample_type,sample_type_source,oc,texture_lab,bd
KSSL_192616,KSSL_31332.0,clay loam,0.0155795966507688,2.9280979012383654,0.1413600009999931,0.5627174769749719,26.1,46.1,27.8,,177.5,33.00016,-91.066788,0.0111534976588693,6,0.3056603773584906,0.1364170069931831,0.5598865174439581,0.0227625492136781,4.913960475310786,0.2559290341066495,0.0090738588828072,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,cl,1.84
KSSL_107836,KSSL_17220.0,loamy sand,0.8619985535072672,1.2232267328126512,1.582242088083172e-19,0.3142379840844946,84.6,8.0,7.4,,208.0,45.466942,-88.585884,0.0185235528568017,6,0.3320754716981131,2.0197072121710536e-15,0.3135948510958352,0.7106528842433409,1.01,0.2303249904136345,0.0181826870033243,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.09,lcos,1.77
KSSL_197478,KSSL_32237.0,loamy sand,0.0237721028822807,2.839155556573406,0.0569900009999999,0.3834682683166087,84.1,12.9,3.0,,60.5,38.924267,-119.91658,0.0185233495761773,6,0.4339622641509434,0.0569900009999999,0.3861398688323869,0.0188698863484501,2.26481880405965,0.98,0.0183523275547602,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",1.1,lcos,1.5
KSSL_195212,KSSL_31846.0,loamy sand,1.1773768748846771,1.2604868631049673,0.0152971196952212,0.336708172985282,79.0,14.1,6.9,,8.5,32.514439,-106.80028,0.0150457084184515,6,0.3547169811320754,0.0243343174784163,0.3364760455884357,0.8898107772601197,1.010000000000003,0.2914843910773551,0.0148948616351916,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,lcos,1.7100000000000002
KSSL_110086,KSSL_17575.0,sandy loam,0.1951937611805189,1.4870451814630097,0.0534871012266655,0.2710218625279562,74.2,17.4,8.4,,195.5,45.34166,-91.859894,0.0083890296627822,6,0.2830188679245283,0.0487703983676207,0.2688887244028423,0.280334125974786,10.999999997531644,0.0374347822488099,0.0063212329703045,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.03,sl,1.9
KSSL_193777,KSSL_31575.0,silt loam,0.0180259142517269,2.4206845258586966,0.1439900009999607,0.5028841201556643,17.5,62.3,20.2,,6.5,40.648613,-78.129997,0.0152325800386606,6,0.4943396226415094,0.1323969241559769,0.4984500728003728,0.0326639143000245,10.99999999993386,0.0745438722528751,0.0107299290747419,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",3.8,sil,1.34
KSSL_206257,KSSL_34028.0,silty clay loam,0.0124081188649492,1.2540991975395628,3.914273534691853e-11,0.4282535939267405,1.9,62.9,35.2,,92.0,40.845001,-96.561501,0.0091156971816823,6,0.4188679245283019,7.454508467671532e-11,0.4313933543914029,0.0087487448080464,1.01,0.2859851947702302,0.0085405540167328,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,sicl,1.54
KSSL_192612,KSSL_31332.0,silty clay,0.0094188474360102,1.219360974349478,6.013727879332127e-15,0.4791109947168187,1.5,53.5,45.0,,53.5,33.00016,-91.066788,0.0101697083096027,6,0.3509433962264151,3.5550149146820063e-09,0.4814734310590011,0.0066856980873008,1.01,0.2458417014772883,0.0093844733698114,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.6,sic,1.72
KSSL_118568,KSSL_18825.0,sandy loam,0.1692486172071539,1.6712537731665795,0.1014966591076517,0.3516053772441224,81.4,3.9,14.7,,241.5,,,0.013442786652423,6,0.3660377358490565,0.0994825565699932,0.3479085042278336,0.2385576226346714,10.999999996462757,0.0526968593851236,0.0101208576345996,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.02,fsl,1.6800000000000002
KSSL_153966,KSSL_24190.0,sandy loam,1.7015522675405244,1.1758400527233803,1.8633275936721225e-14,0.4583481285468862,64.1,26.3,9.6,,3.5,41.581257,-119.73465,0.018511367127186,6,0.4830188679245283,8.095435134242538e-24,0.4581201035023677,1.561093404441244,1.0100000000003129,0.1768227268964992,0.0183494499657058,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",1.2,sl,1.37
KSSL_181206,KSSL_29350.0,sandy clay loam,0.0326598109389348,1.6586683198874306,0.0740808936663499,0.3811186949734488,50.0,24.6,25.4,,137.5,32.602318,-106.76126,0.0045703372161394,6,0.4037735849056603,0.0901955745365814,0.3858711216352782,0.0150999150475442,1.2069542402587077,0.9314135530595964,0.0034849928094112,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.6,scl,1.58
KSSL_115971,KSSL_18458.0,sandy loam,0.1253598758022333,1.4839957740628265,0.0424878391347928,0.2620775875030131,71.4,22.6,6.0,,211.5,45.552498,-89.8601,0.0088729806965376,6,0.2641509433962263,0.0278268578616946,0.2583589813002023,0.2156203154817197,10.999999999999378,0.0315112078241209,0.0055324744607567,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.03,sl,1.95
KSSL_15950495,KSSL_75716.0,silty clay loam,0.1358920772224924,1.1764871543162343,8.1168120444068e-18,0.4535342206969299,11.4,59.0,29.6,,22.0,43.731602,-96.681396,0.0121839035186717,6,0.4830188679245283,1.6240945923842225e-29,0.4528488359546487,0.1055254876869084,1.01,0.1860624230367285,0.0111194282417931,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",2.4,sicl,1.37
KSSL_190708,KSSL_31009.0,silt loam,0.0382395305376457,1.461780581285209,0.0607780852100789,0.4529446297207342,6.4,77.2,16.4,,2.5,,,0.0209084535073667,6,0.5094339622641508,0.1058764716543118,0.4616165847260621,0.012916405795649,1.01,0.9799999999999972,0.0179581980877953,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",2.2,sil,1.3
KSSL_192632,KSSL_31334.0,loam,0.0380492897704905,1.8722331182915608,0.1269634644677343,0.3269905516713134,51.1,34.6,14.3,,173.0,34.25,-92.01667,0.0097213419696278,6,0.3547169811320754,0.1317277167510003,0.3325213955800035,0.021276919999142,1.3050699864651822,0.98,0.0090539255527493,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.1,l,1.7100000000000002
KSSL_192581,KSSL_31328.0,loam,1.2187906530472048,1.2195626601376526,0.0540943504685395,0.5158978513561082,38.9,44.8,16.3,,54.5,44.655884,-118.42606,0.0156562499262416,6,0.5433962264150943,0.0679518239700295,0.5156772671303529,0.96911644268538,1.0100000000016511,0.2417637277770891,0.0154847357086637,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.6,l,1.21
KSSL_153972,KSSL_24191.0,sandy clay loam,0.3180081178377017,1.301938041755589,0.0810350995883103,0.4829844253625955,52.9,26.4,20.7,,26.5,41.581257,-119.73409,0.0118394186793477,6,0.5094339622641508,0.1057352016111834,0.4821844352175756,0.1856034164502001,1.01,0.3964107218571261,0.0111251197524151,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.4,scl,1.3
KSSL_206261,KSSL_34027.0,silty clay loam,0.002523878170794,1.3489015021520443,3.09638494486089e-16,0.3699588534239997,18.7,44.4,36.9,,23.0,40.869026,-96.794357,0.017731055386524,6,0.320754716981132,0.0770120141898094,0.3723477031726839,0.0006997001852127,1.0100000000000002,0.9799000516254824,0.0176263288265946,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.6,sicl,1.8
KSSL_192663,KSSL_31339.0,silty clay loam,0.104629158799147,1.278056350650286,0.0456424754897768,0.4437688173671907,5.5,65.3,29.2,,31.0,39.786335,-99.329529,0.0138949962830077,6,0.4754716981132074,0.1342270066706591,0.4376469053496882,0.0213997691551057,1.01,0.8646013309105745,0.0115571937827609,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",1.2,sicl,1.39
KSSL_15950524,KSSL_75721.0,sandy clay loam,0.0508517452957374,1.1591722943144136,3.366253020155335e-18,0.3894989820481453,50.6,21.1,28.3,,176.0,45.9189,-102.1081,0.0200296905414154,6,0.4150943396226415,4.624075394430968e-35,0.3884304617997687,0.0355465464236616,1.01,0.1747377068692163,0.0195720548201938,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,scl,1.55
KSSL_181112,KSSL_29344.0,loamy sand,28.573703537244633,1.171314719489167,8.425579951066198e-19,0.3656578418953509,82.7,10.1,7.2,,6.0,32.548763,-106.76363,0.0057297538434963,6,0.3849056603773584,2.9757649549228494e-16,0.3656550143387345,28.318626306213083,1.010000110531599,0.1698024112306877,0.00572488254281,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,lfs,1.63
KSSL_195245,KSSL_31851.0,sandy loam,1.0253237407045623,1.1156328246244276,1.6630052479669505e-18,0.3572535342480911,60.6,20.2,19.2,,36.0,32.489162,-106.78167,0.0117678142296507,6,0.3773584905660377,4.6616309168292944e-14,0.3569156066645987,0.9328381542711328,1.01,0.1164439400584446,0.0115938687624798,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.5,cosl,1.65
KSSL_15950466,KSSL_75711.0,clay loam,0.4255200515666666,1.177772109406025,6.940093858885143e-18,0.4667880691878047,36.4,35.9,27.7,,4.5,43.959999,-101.854,0.0254876363067619,6,0.4943396226415094,9.82707589018983e-21,0.4655558046109385,0.3460363769777577,1.01,0.1836861651002616,0.0249867458497772,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",2.4,cl,1.34
KSSL_186823,KSSL_30331.0,clay loam,0.1052831204601347,1.0764832410671774,4.053826978257319e-16,0.3805896585509908,21.6,42.9,35.5,,33.0,35.074665,-86.894165,0.0041162990933107,6,0.3660377358490565,8.558430156579987e-24,0.3807652085692276,0.0963007798285642,1.01,0.0775154985679558,0.0039028272656621,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.5,cl,1.6800000000000002
KSSL_95885,KSSL_15186.0,loamy sand,0.1681676896907668,1.423837379411933,0.0825813329795561,0.4358167226807722,78.7,14.5,6.8,,78.0,41.594032,-119.89049,0.0204851872584568,6,0.4641509433962264,0.1170283176571342,0.429557726439246,0.0393941292590679,1.01,0.98,0.0176372302736592,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.36,ls,1.42
KSSL_107784,KSSL_17214.0,sandy loam,0.1034234064637487,1.354132995289831,1.2615157369263085e-08,0.3618174489665162,60.8,31.6,7.6,,104.0,45.521385,-88.485046,0.0153898467184539,6,0.3169811320754716,0.0398401266106253,0.3614300919865923,0.0383063668682157,1.0100000000000002,0.6460284029748349,0.0150070235743163,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.08,fsl,1.81
KSSL_184641,KSSL_29922.0,silty clay loam,0.0017222422749576,1.2512888551045545,7.429329706598025e-16,0.437801452223946,15.8,48.4,35.8,,164.0,39.042778,-87.054443,0.0231215189894801,6,0.3245283018867925,0.0002933375366342,0.4386818832813237,0.0005249242430275,1.01,0.5082735406703763,0.0229976995095321,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",1.4,sicl,1.7899999999999998
KSSL_15769457,KSSL_43792.0,clay,0.023705497326592,3.212409012666132,0.3822000009999999,0.5684152392863356,15.6,29.0,55.4,,130.0,45.302959,-123.35186,0.0155725412722959,6,0.4377358490566038,0.3822000009999999,0.5693321199978021,0.0197115256750614,2.637195581680833,0.98,0.0153556953047254,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,c,1.49
KSSL_15950666,KSSL_75745.0,silty clay loam,0.004230106589059,1.3413524467090203,5e-324,0.3328494311532039,19.5,47.1,33.4,,65.0,44.5256,-99.460098,0.0244495683624701,6,0.3886792452830189,8.04537158682417e-23,0.3335785017858321,0.0010750944139377,1.01,0.7311955894429465,0.0225891762660684,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",1.6,sicl,1.62
KSSL_181086,KSSL_29342.0,sandy clay loam,0.2944289370510006,1.1438689269260855,2.3593005163817293e-12,0.3282256097436408,63.8,11.6,24.6,,76.0,32.549934,-106.76495,0.0087073567999379,6,0.3471698113207547,7.710586637459224e-14,0.3282780526786215,0.2554382804169903,1.01,0.1470890031011927,0.0085114859803513,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,scl,1.73
KSSL_197506,KSSL_32243.0,silt loam,0.0233292177719913,4.593409189246798,0.0304500009999999,0.40577734367565,24.6,71.3,4.1,,59.5,35.216667,-92.916664,0.0126652236757331,6,0.4452830188679245,0.0304500009999999,0.4059672295780018,0.0212364047811789,4.06972113182386,0.98,0.0126161056700103,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.0,sil,1.47
KSSL_181140,KSSL_29346.0,sandy loam,0.4491317415893585,1.262013111356895,0.0093661268146616,0.3428644714111073,76.2,10.1,13.7,,9.0,32.54837,-106.76523,0.0195121716885963,6,0.3622641509433962,0.0341830827251328,0.3416477024152937,0.2629776322394557,1.0100000000000011,0.3484330536935715,0.0191052229536389,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,fsl,1.69
KSSL_195198,KSSL_31844.0,sandy clay loam,0.6584461466070887,1.1475639549984074,1.1519648082658485e-19,0.3825695017641375,55.4,23.9,20.7,,4.0,32.546936,-106.71056,0.0095567083205294,6,0.4037735849056603,2.663738167079207e-17,0.3822911980501303,0.5854609295501265,1.0100000000000282,0.1495064502470808,0.0092773099953801,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.5,scl,1.58
KSSL_149358,KSSL_23391.0,loam,0.0205026350400103,3.2984426823851227,0.0972000009999999,0.5716780475480435,44.6,33.4,22.0,,2.0,,,0.0180519512375397,6,0.6264150943396226,0.0972000009999999,0.5697447605707486,0.0325197607007278,10.999999999984562,0.1331638238908717,0.0153831434010955,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",4.8100000000000005,l,0.99
KSSL_190710,KSSL_31009.0,silt loam,0.0259326447636362,1.3808404728082253,0.0329686959429399,0.4059626286763474,5.1,72.9,22.0,,33.0,,,0.0118950293642247,6,0.4452830188679245,0.0992121607165117,0.4104960046638675,0.0081502083569539,1.01,0.9372984129549504,0.0109706027643739,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,sil,1.47
KSSL_173608,KSSL_27796.0,silty clay loam,0.0237464490523876,1.782696240541795,0.1710474630821202,0.5117412357320773,1.5,65.7,32.8,,58.5,33.973782,-90.904984,0.0105529345683827,6,0.4566037735849056,0.1743192500440385,0.5132756836859752,0.0208666385305787,1.6216164614369657,0.529919844746108,0.0105389989657308,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.5,sicl,1.44
KSSL_15769399,KSSL_43783.0,sandy loam,0.103983932754331,1.3524151462658078,0.0171257747612218,0.4184598493265382,57.5,31.9,10.6,,21.5,39.380348,-106.19783,0.0193747315788048,6,0.2981132075471697,3.2654094960598666e-19,0.4097155046384617,0.1742114594971156,5.063728934799813,0.0536982591929734,0.0168335762108424,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.4,sl,1.86
KSSL_211744,KSSL_35015.0,loamy sand,0.1916808579576829,1.4457959951666122,0.0572365137095463,0.3759940105624696,83.7,6.9,9.4,,45.0,41.472214,-101.67149,0.0120913743062764,6,0.3962264150943395,0.0752098666362973,0.3752372660935706,0.0778484697953215,1.01,0.702054937478123,0.011333007253492,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,lfs,1.6
KSSL_15950568,KSSL_75728.0,clay loam,0.0090785311990569,1.3590553894229855,5.869559139395663e-19,0.4384077358850203,33.2,37.6,29.2,,140.0,43.732101,-98.693802,0.0119956572520665,6,0.3509433962264151,0.1049919328464866,0.4428779071642107,0.0028633144520109,1.0100000126994242,0.9799999999833914,0.0104013346996246,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.4,cl,1.72
KSSL_108640,KSSL_17329.0,silt loam,0.0294236719948176,2.6992441271599072,0.0823221135933996,0.4955492486724339,36.9,53.5,9.6,,40.0,47.808163,-119.90921,0.0236394134450774,6,0.5433962264150943,0.0793467358773024,0.5054974378923448,0.0234123316033556,1.8828692830897824,0.98,0.0218298191310482,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.96,sil,1.21
KSSL_192636,KSSL_31335.0,silt loam,0.0201612674093609,2.0978653012853012,0.1617460470421148,0.4157863522144882,1.2,73.2,25.6,,43.0,34.783333,-90.816666,0.0089548457727206,6,0.4150943396226415,0.1461671404788761,0.4122100042673204,0.0365567926889073,10.999999868999206,0.0586631020908157,0.0077976298322379,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,sil,1.55
KSSL_110079,KSSL_17574.0,sandy loam,0.0702618393002975,1.3157898409053324,0.0400075135509289,0.2924747970375422,65.9,21.1,13.0,,171.5,45.247215,-92.080734,0.0057183856359892,6,0.260377358490566,0.0803196716806968,0.2928720013290312,0.0247681886030778,1.010000000000054,0.6564255173803286,0.0049968623305063,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.03,sl,1.96
KSSL_190699,KSSL_31008.0,silt loam,0.0791736462624138,1.349781882496038,0.0183672921041701,0.5803232609782889,10.1,68.7,21.2,,2.5,,,0.0135199260167227,6,0.4679245283018868,5.366177543974405e-17,0.5695929389153485,0.1221199452104195,2.7577948262213017,0.1019343536617231,0.0103037861520978,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",1.7,sil,1.41
KSSL_181501,KSSL_29389.0,silt loam,0.0605045646093424,1.6413998071904166,0.0644181019378489,0.3853782495626578,40.4,52.9,6.7,,41.0,63.353333,-142.98181,0.0048105090151883,6,0.3849056603773584,0.0568559730027021,0.3836648329277527,0.0739343023943979,1.9070935060291947,0.289886225465768,0.0045383851495798,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,sil,1.63
KSSL_118563,KSSL_18825.0,loam,0.065654412174535,1.4119896480742746,0.0920954233514832,0.3800897350006249,34.8,44.3,20.9,,38.0,,,0.0072306636881123,6,0.4037735849056603,0.1273839977302313,0.3818677942191171,0.0189783911237867,1.0100000000000278,0.9299124975915096,0.0057631917185632,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.21,l,1.58
KSSL_195252,KSSL_31852.0,sandy loam,0.4265230519373809,1.2611547400316965,0.005269860028971,0.3753342928017342,68.3,20.8,10.9,,71.0,32.514435,-106.79056,0.01304545561842,6,0.3962264150943395,0.0293383107894288,0.3745676400232625,0.2678568487563748,1.0100000000000002,0.3328914490428152,0.0125483732124715,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.2,cosl,1.6
KSSL_197463,KSSL_32234.0,sand,1.2968608075838866,1.355222246017386,1.1041831833104817e-23,0.4049223113574694,91.2,7.5,1.3,,97.5,39.164246,-119.89687,0.0150452668937167,6,0.4264150943396226,9.202880286977841e-18,0.4047614244196169,1.096007174416866,1.0100000000011395,0.3646163959594546,0.0148037453530914,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.1,cos,1.52
KSSL_181114,KSSL_29344.0,sandy loam,0.3230695165277592,1.4095265038250318,0.0361436592640938,0.3977792008151351,78.1,10.7,11.2,,26.5,32.548763,-106.76363,0.0198024515151822,6,0.4188679245283019,0.0495300484246285,0.3970311921905229,0.1745240432993545,1.01,0.536579739203794,0.0194112314565014,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,fsl,1.54
KSSL_118541,KSSL_18822.0,clay loam,0.100399505079647,1.1201626470070636,7.275001789404455e-21,0.465723670807892,37.8,32.0,30.2,,100.0,,,0.0071831135048674,6,0.4490566037735849,1.2973901818815122e-10,0.4661866854956301,0.0862792558296212,1.010000000010986,0.1239033206281373,0.0067672988453858,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.1399999999999999,cl,1.46
KSSL_118577,KSSL_18827.0,silty clay loam,0.0075520744814621,1.215817870665739,2.0449217861984183e-15,0.3540231640792071,5.3,57.7,37.0,,20.0,,,0.0106866218617134,6,0.3962264150943395,8.866453265649395e-18,0.3555680723583127,0.0051693978690446,1.01,0.2467408640285959,0.0101870641259517,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",1.7,sicl,1.6
KSSL_107835,KSSL_17220.0,loamy sand,0.4313207461074042,1.257576924034021,2.456380028486858e-19,0.2705838593454432,85.3,8.0,6.7,,152.0,45.466942,-88.585884,0.0170241163402993,6,0.2867924528301887,5.1440333634220505e-18,0.2699610848596299,0.324998918583391,1.0100000000000042,0.2732993791128411,0.0166109207823961,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.09,lcos,1.89
KSSL_195257,KSSL_31853.0,sandy loam,1.7953110820253555,1.1646373215744656,2.1142506216663753e-08,0.3907392391422957,61.1,21.8,17.1,,30.0,32.513634,-106.796,0.0026750923300774,6,0.411320754716981,2.5736639602021366e-17,0.3907368103516181,1.7013263956020666,1.01000000000101,0.1644542299159325,0.002636544597739,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.4,cosl,1.56
KSSL_107801,KSSL_17216.0,sandy loam,0.6314834043140746,1.344154537826428,0.0418546491293718,0.4556842462244931,44.8,49.0,6.2,,21.5,45.46833,-88.586716,0.0119046613764322,6,0.4792452830188678,0.0397191599732919,0.4552830321443626,0.726420512332157,8.938195897733205,0.0368642034621445,0.0114555692633604,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.73,fsl,1.38
KSSL_190740,KSSL_31012.0,silty clay,0.023058097465249,1.1327261644563054,1.7975523913588064e-16,0.3942933334584381,7.7,41.0,51.3,,48.5,,,0.0065691831635513,6,0.3849056603773584,1.2546382011333838e-18,0.3955420728595472,0.0202081105482659,1.01,0.1372099739903005,0.0062371707626403,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.6,sic,1.63
KSSL_195235,KSSL_31849.0,sandy loam,0.3551866718212173,1.1906320639434511,0.0033142728552111,0.381618996559344,73.8,14.0,12.2,,66.5,32.588604,-106.84361,0.0132797969800129,6,0.4037735849056603,0.0491831039885308,0.3803737246220765,0.2149644174883742,1.01,0.2661239614866897,0.0128490765216475,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.3,sl,1.58
KSSL_190715,KSSL_31010.0,silt loam,0.0287720097348742,1.399383481498398,0.052774593738767,0.4188190929497536,11.0,66.2,22.8,,7.5,,,0.0127111893431019,6,0.4603773584905659,0.1128324570845403,0.423755171822492,0.0087927376254298,1.01,0.9799999965932138,0.011480695567107,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",1.9,sil,1.4300000000000002
KSSL_198133,KSSL_32397.0,silt loam,0.0221417738175392,3.5997595874035935,0.147740001,0.5748104505604846,17.9,75.2,6.9,,6.0,46.804974,-116.85367,0.0276065450776404,6,0.6641509433962264,0.147740001,0.5736217278321082,0.0326151815846034,10.99999999806922,0.1632906852015264,0.027348297752872,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",4.0,sil,0.89
KSSL_15950599,KSSL_75734.0,sandy clay loam,31.62277660168378,1.3035048313562596,0.1847600009999989,0.3821069223136026,49.2,23.3,27.5,,18.5,44.678299,-103.5606,0.0219837168918173,6,0.4037735849056603,0.1847600009999999,0.382108929216878,31.62277660168378,1.0100000017614743,0.3004304955262212,0.0219804873949628,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",2.8,scl,1.58
KSSL_195173,KSSL_31840.0,clay loam,0.4540134554099297,1.1347533339711715,2.426793359761855e-10,0.3897583294592771,44.2,26.6,29.2,,40.0,32.512779,-106.74306,0.0037964796437698,6,0.411320754716981,5.891918131074886e-12,0.3896891375509909,0.4059215002153123,1.0100000000677831,0.1365188169279895,0.0033538617879583,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.5,cl,1.56
KSSL_193760,KSSL_31571.0,loam,0.0154471358041672,1.1753081728123889,1.2966469435448672e-20,0.3162283028124434,31.3,42.3,26.4,,58.0,40.720554,-77.934166,0.0070963784549713,6,0.3471698113207547,1.1788064779311917e-17,0.3175580277899222,0.0122077303098735,1.01,0.1884740283150444,0.006436796047007,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.2,l,1.73
KSSL_192651,KSSL_31337.0,sandy clay loam,0.4700782663735919,1.1311814893545873,8.90511628201619e-24,0.3390739214740921,64.1,14.1,21.8,,60.5,37.13139,-97.086113,0.0066454102620048,6,0.3584905660377359,4.582001753230624e-17,0.3387918003012021,0.4134326694120482,1.0100000000002842,0.1333200044624647,0.0063036938848636,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.6,scl,1.7
