layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,lat,lon,rmse,n_points,porosity,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m,sample_type,sample_type_source,oc,texture_lab,bd
KSSL_15747802,KSSL_40626.0,silt loam,0.0445558361518342,2.2272214988177534,0.0574419864383162,0.480626267624529,32.9,63.9,3.2,,67.5,,,0.0165138933303032,7,0.4792452830188678,0.0625785746116231,0.489447089220842,0.0306448216621945,1.6833493385355558,0.98,0.013439660169484,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.1,sil,1.38
KSSL_15830332,KSSL_53314.0,sandy loam,0.1148667140874285,1.7153690715428875,0.0785092181617002,0.426678234669692,71.4,11.7,16.9,,50.5,32.413612,-106.69666,0.016557051037992,7,0.3924528301886791,0.0647934269521953,0.4210469596584009,0.198519772263917,10.999999999999895,0.0465438086786807,0.0119339325234361,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.2,sl,1.61
KSSL_15830424,KSSL_53330.0,sandy loam,0.1314526389597879,1.714449816134516,0.2066100009999996,0.5891999713936431,52.7,41.7,5.6,,161.5,45.283482,-123.36767,0.0153095005830316,7,0.6150943396226415,0.2002429822584732,0.5845980763825732,0.2146322283682547,10.999999999987788,0.0505111223483368,0.0122875454016961,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.2,fsl,1.02
KSSL_15830507,KSSL_53342.0,silty clay loam,9.567416265180732,1.1652160691492044,0.0708662463608255,0.6237500137381553,19.4,46.5,34.1,,7.5,45.278316,-123.33496,0.0217043730882106,7,0.6566037735849057,0.0742109293852327,0.6237296194844364,9.010961333378386,1.0100000214994038,0.1669661929401795,0.0216932133283116,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",5.3,sicl,0.91
KSSL_15887547,KSSL_65344.0,sandy loam,0.110744589224815,1.6909159275456016,0.091000001,0.3775809257545549,64.2,22.9,12.9,,53.0,,,0.0105780818631661,7,0.2981132075471697,0.0756801262064515,0.3718438173916021,0.1951715596508091,10.999999999999998,0.0429806690184833,0.0052070790793053,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.2,cosl,1.86
KSSL_15748318,KSSL_40732.0,clay loam,0.1301520719418923,1.2579547992963234,3.0805272154019724e-14,0.495401105551939,38.5,32.4,29.1,,105.0,33.690861,-102.79214,0.0234477545720533,7,0.430188679245283,5.180536868629257e-83,0.4863953463746431,0.2043963747872041,9.978759856238254,0.0224944867248299,0.0210848817306352,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",,cl,1.51
KSSL_209763,KSSL_34639.0,loam,0.1153802965774115,6.671698421131488,0.115830001,0.4995088286593485,50.6,29.2,20.2,,12.5,37.605,-109.98778,0.0298647151959872,7,0.4188679245283019,0.115830001,0.5050802368041614,0.1746546006429115,10.999999999999998,0.1417482622488922,0.0263408013499099,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.6,l,1.54
KSSL_15825398,KSSL_52448.0,sandy loam,0.1078150913936694,1.4274605457363103,0.0283438417610204,0.4324392091116845,59.7,31.6,8.7,,65.0,44.543152,-107.17865,0.011394485456625,7,0.3509433962264151,4.615852740074846e-24,0.4275491358462219,0.2045693954860718,10.999999999999543,0.0273639140011424,0.0080671093970018,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.1,sl,1.72
KSSL_15920606,KSSL_70257.0,sandy loam,0.1495075741127752,1.6024237604437428,0.0996800009999986,0.472900314632163,59.2,25.2,15.6,,40.5,,,0.0296618183156351,7,0.3132075471698113,0.0996800009999999,0.4611314933928858,0.2045920070456408,10.999999999797588,0.0489261693644639,0.0236378531901898,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.2,fsl,1.82
KSSL_15920605,KSSL_70257.0,sandy loam,0.1411816667548987,1.664631156605822,0.059500000999993,0.4387322030658952,61.4,31.3,7.3,,19.0,,,0.024815452287866,7,0.3358490566037735,0.059500001,0.4281076245997577,0.2012200073077911,10.99999999990222,0.0528811906200666,0.0172883811847475,undisturbed,"KSSL method codes: wet end on natural clods (DbWR1/4B1c), dry end sieved <2 mm (3C1/3C2)",0.6,fsl,1.7600000000000002
