layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,bd,lat,lon,source_db,rse_alpha,rse_n,oc,sample_type,sample_type_source,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m
Florida_ksat_data_1079,Florida_dataset188,sand,0.0690273160559416,1.55902333,0.059257754,0.349414986,91.8,3.6000000000000005,4.6000000000000005,0.436667,109.0,1.643333,26.68652,-81.7056,Florida_database,0.0764723252640242,0.1091338602988179,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.048723890085789,0.3482832995647331,0.0852396345758615,1.7346363991857947,0.265355481846025,0.0030757920126006
Florida_ksat_data_108,Florida_dataset22,loamy sand,0.0533902136815324,1.290801716,0.030981827,0.327429032,85.8,2.3,11.9,0.156667,165.0,1.79,26.56094,-81.3686,Florida_database,0.0563281953064978,0.1188862138626444,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0510296472049693,0.3276313879943227,0.0454841352695803,1.2440935780264315,0.2819269732678576,0.0010031769815653
Florida_ksat_data_1080,Florida_dataset188,sand,0.3147969482952894,1.68044283,0.102559266,0.388736285,88.8,5.2,6.0,2.19,133.5,1.64,26.68652,-81.7056,Florida_database,0.1455277048594885,0.1415212649092062,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0907925685295733,0.3755149044576432,0.4810205266355455,6.467820616449204,0.0745115406181601,0.0041778985994165
Florida_ksat_data_1081,Florida_dataset188,sand,0.2614081434536768,3.426289208,0.069075279,0.402392287,95.5,1.5,3.0,26.95,157.5,1.633333,26.68652,-81.7056,Florida_database,0.0414839042556561,0.1052805193864588,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0474210009999999,0.3939804915686169,0.3674235354090173,6.925957859564041,0.1907726071511685,0.0085875261293407
Florida_ksat_data_1082,Florida_dataset189,sand,0.2780124536921375,3.710194665,0.062006351,0.444530442,98.5,1.0,0.5,32.2,5.0,1.47,26.70282,-81.6811,Florida_database,0.0389379375214845,0.1086149027601307,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0389550009999999,0.4307052359626164,0.3861852656313479,10.999999986657963,0.1317266466977033,0.0094162883912227
Florida_ksat_data_1083,Florida_dataset190,sand,0.3201970634212499,2.409302114,0.08984851,0.473696481,93.4,3.899999999999999,2.6999999999999997,39.4,114.0,1.33,26.70732,-81.579,Florida_database,0.125731396569141,0.2449012533021717,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0528010009999999,0.4596011804247041,0.5168070411454057,10.999999999999831,0.068290560644237,0.0110823978597738
Florida_ksat_data_1084,Florida_dataset189,sand,0.2810074389317453,4.84545811,0.046115395,0.371504346,98.8,1.2,0.0,41.4,25.5,1.433333,26.70282,-81.6811,Florida_database,0.0292176915175146,0.1079567656504779,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0248440009999999,0.3643922897014992,0.371739756954606,10.999999999995715,0.1721443221899893,0.0111633997893251
Florida_ksat_data_1085,Florida_dataset189,sand,0.3238611128163032,3.441546482,0.04249414,0.379965346,98.4,1.6,0.0,44.7,75.0,1.61,26.70282,-81.6811,Florida_database,0.0391499440851023,0.0844505048419553,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0383000009999997,0.3807853091510407,0.3297208378148727,3.389964072373704,0.6749893373400444,0.0082978379319458
Florida_ksat_data_1086,Florida_dataset189,sand,0.2887199034328746,1.491452232,0.025456129,0.502269776,94.0,4.1,1.9,40.75,118.0,1.33,26.70282,-81.6811,Florida_database,0.1508604242866885,0.1262114849851775,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0039658659107431,0.4891375239935577,0.4120426357751074,2.6175378804293707,0.1433198782939233,0.0089311551529509
Florida_ksat_data_1087,Florida_dataset189,sand,0.2490819165566223,3.293223701,0.048709332,0.361864486,97.4,1.5,1.1,32.9,160.0,1.57,26.70282,-81.6811,Florida_database,0.0555892636510869,0.1411585153506138,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0242300009999999,0.3537663750706362,0.3583265783451037,6.682026423215767,0.1790610493608517,0.0101620054631929
Florida_ksat_data_1088,Florida_dataset191,sand,0.2502357397276338,3.875690222,0.087274587,0.475273107,98.1,1.2,0.7,57.8,4.0,1.31,26.65065,-82.1259,Florida_database,0.0472758256662716,0.1394894533254076,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0614390009999999,0.4707130558044768,0.3348768193630338,5.835321448762847,0.266613316394614,0.0148438220546908
Florida_ksat_data_1089,Florida_dataset191,sand,0.2310660714923036,4.974665171,0.067508618,0.448604979,97.3,2.6000000000000005,0.1,38.15,11.5,1.366667,26.65065,-82.1259,Florida_database,0.0299491158386729,0.1300381664274784,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0425030009999999,0.4421805167992465,0.3043409924395066,9.588125932162972,0.2001560254602819,0.0131386141636443
Florida_ksat_data_109,Florida_dataset22,sandy clay loam,0.1276206572070992,1.232559915,0.116733253,0.343347745,76.8,1.0,22.2,0.053333,200.5,1.73,26.56094,-81.3686,Florida_database,0.1093619567516019,0.1492404742235995,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",1.575781528473903e-13,0.3407533766741614,0.2308450888483069,1.9550188204701104,0.0540881196297582,0.0007691779578293
Florida_ksat_data_1090,Florida_dataset191,sand,0.2143930980508124,4.716400143,0.046363627,0.408443435,99.0,0.5,0.5,30.9,40.5,1.446667,26.65065,-82.1259,Florida_database,0.0209490836188624,0.0781923907056528,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0347680009999999,0.4052305733930338,0.2534262358021878,6.287476895183378,0.396780647906551,0.0088147859748391
Florida_ksat_data_1091,Florida_dataset191,sand,0.1605157931607633,1.714533609,0.047371859,0.469527811,92.2,4.7,3.1,26.49,71.0,1.44,26.65065,-82.1259,Florida_database,0.134613823244573,0.1457149442497392,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0269959527608129,0.4461535441030981,0.2561210475557041,10.999999999630637,0.0426751273412694,0.0075150843020054
Florida_ksat_data_1092,Florida_dataset191,sand,0.1847038462675837,1.782832297,0.04888558,0.442076608,95.5,3.6000000000000005,0.9000000000000001,7.193333,82.5,1.46,26.65065,-82.1259,Florida_database,0.1519583785309314,0.1722401343387599,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0361725315782595,0.4173435324201451,0.2735299373719232,10.999999999989212,0.0500750714589444,0.0096920212923397
Florida_ksat_data_1093,Florida_dataset191,sand,0.1651985940152855,1.690448389,0.062414696,0.443277282,95.2,2.1,2.7,2.16,110.5,1.543333,26.65065,-82.1259,Florida_database,0.1846056494714499,0.1965304766610151,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0419936411837636,0.4234876621603873,0.2696247495307426,10.999999999983082,0.0406641505081982,0.0109954496093691
Florida_ksat_data_1095,Florida_dataset192,sandy loam,0.1808201559146089,1.231456792,0.0,0.489723899,80.5,2.5,17.0,4.34,10.0,1.18,26.70506,-81.6065,Florida_database,0.1127265863780867,0.0411248419964275,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",5.961366367955095e-11,0.4960302039741087,0.1496932454054251,1.010000000001564,0.2436705829466572,0.0043697482949541
Florida_ksat_data_1096,Florida_dataset192,sandy loam,0.1009194266135734,1.186704485,0.0,0.456043266,76.8,5.8,17.4,3.81,35.5,1.433333,26.70506,-81.6065,Florida_database,0.1517513884605875,0.0521502898015545,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",1.3746015039289436e-11,0.4592913363950349,0.0836434369903289,1.0100000000000149,0.1948001232109455,0.0053335027663519
Florida_ksat_data_1097,Florida_dataset190,sand,0.2561699318319712,3.274557981,0.039628657,0.39100148,98.0,0.7,1.3,25.85,5.0,1.576667,26.70732,-81.579,Florida_database,0.051959359887966,0.1280751084093819,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0141900009999999,0.3830258450019033,0.3704042168152187,6.550715135858367,0.1838890657706794,0.0101785772354739
Florida_ksat_data_1098,Florida_dataset190,sand,0.3421785021388547,3.725462705,0.03779707,0.323016397,98.2,1.2,0.6,35.85,21.5,1.6,26.70732,-81.579,Florida_database,0.059373209282818,0.170271547707713,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0118930009999999,0.3172080493793477,0.510622276673562,10.99999999999654,0.1119097228609257,0.0096939144514121
Florida_ksat_data_1099,Florida_dataset190,sand,0.1782450328093691,2.517625593,0.097660641,0.34222205,91.0,1.8000000000000005,7.200000000000001,5.053333,164.0,1.64,26.70732,-81.579,Florida_database,0.0913268684910569,0.2004500605440172,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0829840009999999,0.3297373882797114,0.2598312284893133,10.999999999957405,0.083659873768494,0.0062357533782554
Florida_ksat_data_11,Florida_dataset2,sandy loam,0.3207372369769493,1.489041869,0.208278135,0.363821257,77.0,4.2,18.8,0.22,119.5,1.69,29.71252,-82.1545,Florida_database,0.1107011482866818,0.0898898269996592,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.197480473979979,0.3590528750301295,0.5224581154850458,4.247209543882194,0.0789648670870708,0.0007517999840083
Florida_ksat_data_110,Florida_dataset14,sand,0.3171494755089658,3.685630736,0.047648173,0.384105126,98.0,1.4,0.6,49.3,4.0,1.566667,26.60722,-81.2914,Florida_database,0.0477143936579052,0.1256365454405493,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0181730009999999,0.3798039784865479,0.461692361448973,6.943071943378625,0.1833673831448795,0.0134025505334946
Florida_ksat_data_1100,Florida_dataset190,sandy loam,0.0902949705556943,1.712460537,0.174900789,0.355618776,78.3,4.0,17.7,0.036667,185.5,1.716667,26.70732,-81.579,Florida_database,0.0482296721889513,0.0594652191943088,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.1665419177056282,0.3534898374292476,0.1366159190200323,2.37215202255772,0.2082617259566708,0.0013805771883526
Florida_ksat_data_1101,Florida_dataset193,sand,0.1264515895846186,1.366182918,0.018085267,0.62281103,93.6,2.8000000000000003,3.6000000000000005,10.1,7.5,0.913333,26.55551,-81.7349,Florida_database,0.1048897684058924,0.1179694925037437,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",2.242486619754843e-17,0.6177280872618938,0.1549981147576447,1.6266810620320689,0.1954954628894429,0.0056383625837017
Florida_ksat_data_1102,Florida_dataset193,sand,0.0580261175834765,1.416987589,0.0,0.460557711,91.0,6.5,2.5,8.94,35.5,1.376667,26.55551,-81.7349,Florida_database,0.1477452256734463,0.0903494156513132,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",7.064852916401091e-22,0.4703740621655946,0.0327684582696893,1.010000000000001,0.5034439210032247,0.0063077009831964
Florida_ksat_data_1103,Florida_dataset193,sand,0.2326412121366624,2.197363293,0.038387811,0.447697344,97.7,2.1,0.2,19.45,77.5,1.513333,26.55551,-81.7349,Florida_database,0.1077189404983011,0.1715301731735983,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0183110009999999,0.4325469576393451,0.3405061742809037,4.698692645166325,0.1676243099769734,0.0120042764898311
Florida_ksat_data_1104,Florida_dataset194,sand,0.2196109296242855,3.968844192,0.038480712,0.324222705,93.0,5.1,1.9,14.5,38.0,1.62,26.53745,-81.6661,Florida_database,0.0512308076515267,0.1773064421563285,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0116640009999999,0.3174454177195395,0.3200517453061794,10.999999999999998,0.1190777364824072,0.0087292722058924
Florida_ksat_data_1105,Florida_dataset194,sand,0.4232157603259013,1.124337551,5.42e-20,0.441328562,97.2,2.3,0.5,0.05,79.0,1.48,26.53745,-81.6661,Florida_database,0.2251434107810535,0.0686119272206029,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",5.226620971885653e-41,0.4346995658227488,0.4957804875776067,1.915993112330546,0.0607260272345672,0.0055152734043875
Florida_ksat_data_1106,Florida_dataset194,sand,0.2070330742914247,1.674092135,0.129883716,0.377307031,97.8,1.6000000000000003,0.6000000000000001,0.453333,152.5,1.596667,26.53745,-81.6661,Florida_database,0.1282523113970469,0.1288633192553122,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.1165504248768973,0.3659645086203399,0.3364179715188245,6.127523258439127,0.072415398698767,0.0027659747914419
Florida_ksat_data_1107,Florida_dataset159,sand,0.3985582442526245,3.358234156,0.02228746,0.38329888,97.9,0.6999999999999998,1.3999999999999997,90.05,252.5,1.62,30.38721,-84.4102,Florida_database,0.0205634286636642,0.0462720428852952,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0116640009999999,0.382843173907983,0.4835614810686496,4.17936148103283,0.4105837808457995,0.0063105197461812
Florida_ksat_data_1108,Florida_dataset195,sand,0.2523192166540052,2.478619099,0.073022138,0.434853343,93.83084577114428,3.582089552238807,2.587064676616916,15.35,6.5,1.453333,26.71133,-81.6124,Florida_database,0.0950193366105817,0.1883758651490271,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0469910009999999,0.4161667182824771,0.3818139739361101,10.99999999999996,0.0771708820144866,0.0079430290604896
Florida_ksat_data_1109,Florida_dataset195,sand,0.219332937139594,3.967597703,0.035775325,0.329043486,97.8,1.6000000000000003,0.6000000000000001,15.15,19.0,1.633333,26.71133,-81.6124,Florida_database,0.0464112846770629,0.1574758497513232,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0106710009999999,0.321912565884305,0.3165547547355529,10.999999999999988,0.1232498271246765,0.0079438173273231
Florida_ksat_data_111,Florida_dataset14,sandy clay loam,0.4413361559757919,1.075552711,0.0,0.34635356,76.4,2.5,21.1,0.17,108.0,1.696667,26.60722,-81.2914,Florida_database,0.1551100639127987,0.0412420674090701,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",1.4241072258187102e-12,0.3471073527787022,0.4318801899395603,1.0100000000002334,0.0755146660562542,0.0018327256612588
Florida_ksat_data_1110,Florida_dataset195,sandy clay loam,0.4235730777584598,1.12432045,0.0,0.441349189,73.9,5.3999999999999995,20.699999999999996,0.05,35.5,1.48,26.71133,-81.6124,Florida_database,0.2252607426309813,0.0685964537612275,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",2.2756593111545213e-34,0.4346995726710684,0.495780400036667,1.9159912839655533,0.0607260902720973,0.0055152734046276
Florida_ksat_data_1111,Florida_dataset196,sandy clay loam,0.2754692110965518,1.648859578,0.215059053,0.405793034,60.9,5.5,33.6,10.75667,58.5,1.48,30.51274,-84.2608,Florida_database,0.1426947202649833,0.1270732648412874,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.2018943168049496,0.4006770379272867,0.5150860489897507,10.999999999999998,0.0361582645600808,0.0040424206479085
Florida_ksat_data_1112,Florida_dataset195,loamy sand,0.2070370200833108,1.674077622,0.129882791,0.377307578,84.8,3.7000000000000006,11.5,0.453333,58.5,1.596667,26.71133,-81.6124,Florida_database,0.1282555484303162,0.1288643031084037,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.1165504235929742,0.3659645071895169,0.3364179775565962,6.127525527337896,0.0724153698313746,0.0027659747913821
Florida_ksat_data_1113,Florida_dataset195,loamy sand,0.1978993508486588,1.845936091,0.115611403,0.370852414,87.0,4.0,9.0,3.506667,99.0,1.653333,26.71133,-81.6124,Florida_database,0.0717203659135691,0.0800008460686423,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.1083645623035541,0.3627272999583141,0.294595770223941,3.618103159926557,0.167888579740069,0.0019505623563108
Florida_ksat_data_1114,Florida_dataset195,sand,0.2302659222058501,2.702199513,0.073481834,0.36764938,94.4,1.6,4.0,13.4,129.5,1.546667,26.71133,-81.6124,Florida_database,0.0840334418530703,0.1907518310986615,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0503180009999999,0.3542143984340324,0.350073661058657,10.999999999999998,0.0837226853965138,0.0061142039314867
Florida_ksat_data_1115,Florida_dataset195,sand,0.2865857637419506,4.729434861,0.028688633,0.368506977,99.1,0.2,0.7,48.0,150.0,1.57,26.71133,-81.6124,Florida_database,0.032952363352058,0.1208849409637135,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0047620009999999,0.361639896274719,0.3874282431356797,10.99999999998669,0.1595853614855344,0.0106558931683078
Florida_ksat_data_1116,Florida_dataset195,sand,0.3559491371671264,4.758642347,0.023245886,0.372953253,99.1,0.3,0.6000000000000001,67.05,167.5,1.596667,26.71133,-81.6124,Florida_database,0.0284983363442207,0.1100108517454533,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0028740009999999,0.3680098704304345,0.4834897383224353,9.781040602766968,0.1834298965654503,0.0105465658655062
Florida_ksat_data_1117,Florida_dataset196,sandy clay loam,0.191734176298736,1.846440127,0.269613304,0.404752214,65.5,3.1,31.4,3.283333,129.5,1.616667,30.51274,-84.2608,Florida_database,0.1389752176862944,0.147602735284784,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.2703651906183421,0.4063215079877323,0.159919546548518,1.60498875651925,0.5978430937471652,0.0044726423467533
Florida_ksat_data_1118,Florida_dataset159,sand,0.6457133899955643,2.397377982,0.049534752,0.482055665,94.2,2.6,3.2,120.35,4.0,1.34,30.38721,-84.4102,Florida_database,0.0983479396074,0.1445449481828174,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0255940009999999,0.4739782033094965,0.912264632594708,10.999999999438105,0.0836532254878585,0.010549190670051
Florida_ksat_data_1119,Florida_dataset159,sand,0.3607582224306975,3.078837071,0.043155363,0.412523901,95.3,1.9,2.8,61.55,33.0,1.533333,30.38721,-84.4102,Florida_database,0.0545624240352408,0.1256640780772376,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0241240009999999,0.4042542309122668,0.5340500009082809,9.649023947386272,0.1226934311296056,0.0064500044400647
Florida_ksat_data_112,Florida_dataset14,sandy loam,0.2083878886265952,1.08930745,0.0,0.382617177,79.8,2.4,17.8,0.38,146.0,1.616667,26.60722,-81.2914,Florida_database,0.2064432900742618,0.059201399211376,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",4.68005001149549e-10,0.383466059935247,0.1961889622524229,1.01,0.090012428731877,0.003021847440576
Florida_ksat_data_1120,Florida_dataset159,sand,0.46516478756762,3.057098845,0.034113265,0.419410358,95.5,1.0,3.5000000000000004,92.0,81.0,1.47,30.38721,-84.4102,Florida_database,0.0281362681635968,0.0589048286593151,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0210210009999999,0.4182154266712178,0.6151223117037314,4.976331653679477,0.2816214160217738,0.0069286355296042
Florida_ksat_data_1121,Florida_dataset160,loamy sand,0.1134485543993106,1.737468057,0.051847923,0.234806695,82.10000000000001,14.1,3.8000000000000007,2.466667,109.0,1.933333,30.39924,-84.4839,Florida_database,0.2278764292704775,0.2435874615786918,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0554568471402125,0.2403287020713252,0.0547799841730371,1.2366120172635382,0.98,0.0055617434927609
Florida_ksat_data_1122,Florida_dataset160,sandy loam,0.1396715758184497,1.685208458,0.169600635,0.343447816,73.7,14.099999999999998,12.2,0.453333,143.5,1.826667,30.39924,-84.4839,Florida_database,0.1324254409340742,0.1364262581825865,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.1667923005869202,0.3420628735253397,0.1746603030082997,2.008111858304968,0.2876848660410143,0.0046473943158537
Florida_ksat_data_1123,Florida_dataset160,sandy clay loam,0.2895935664064691,1.941791948,0.309657597,0.403648187,62.6,10.2,27.200000000000003,0.52,179.0,1.683333,30.39924,-84.4839,Florida_database,0.1888908202032529,0.1760151839820146,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.3097000009656274,0.4058848547689155,0.1620727805684535,1.371370153909561,0.9799999609499772,0.0041458277613508
Florida_ksat_data_1124,Florida_dataset160,sandy loam,0.1001986746748379,2.793498713,0.20203195,0.34147578,81.3,6.5,12.2,0.8,226.0,1.78,30.39924,-84.4839,Florida_database,0.0456772491199241,0.0890437800944215,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.2027334136274112,0.3424523966825643,0.0792708172065494,2.378691859963201,0.98,0.0034554592171722
Florida_ksat_data_1125,Florida_dataset197,sand,0.243419807477579,3.173202965,0.060204963,0.458134852,92.8,4.9,2.3,41.45,5.0,1.39,30.35773,-84.2939,Florida_database,0.0471115069127562,0.1100490570147919,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0391050009999999,0.4533918252412846,0.3160569541016332,4.315067689007526,0.3211878289026902,0.0113369550577226
Florida_ksat_data_1127,Florida_dataset197,sand,0.2179232527927478,3.788131292,0.043012342,0.400639051,95.4,2.4,2.1999999999999997,33.55,48.0,1.533333,30.35773,-84.2939,Florida_database,0.0277263185257087,0.0830801259842536,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0260670009999999,0.3920862917379981,0.2927189278608496,7.6872260043761775,0.2085389933351051,0.0056994490399771
Florida_ksat_data_1128,Florida_dataset197,sand,0.2148042860711864,4.220819625,0.038789355,0.381902729,95.7,1.8999999999999997,2.4,34.2,91.5,1.586667,30.35773,-84.2939,Florida_database,0.0295737896485879,0.1046222860120582,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0196220009999999,0.3731322448222822,0.2865303463009752,10.020962053918746,0.1721558491716585,0.007799069297025
Florida_ksat_data_1129,Florida_dataset197,sand,0.2376205884782265,4.6753537,0.035734651,0.379310295,96.5,1.9,1.6,35.5,129.5,1.523333,30.35773,-84.2939,Florida_database,0.0319843780618338,0.1282932907926657,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0148780009999999,0.3718560106867279,0.3202522117286703,10.999999999999998,0.1636372323464183,0.0080584993031561
Florida_ksat_data_113,Florida_dataset15,sand,0.2472947496851626,3.555458511,0.072191028,0.430590444,90.7,8.6,0.7,22.35,5.0,1.38,26.55486,-81.2228,Florida_database,0.0749207580489469,0.233710954973121,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0310040009999999,0.4172604510621925,0.3626461966713437,10.999999999999996,0.1026896235184485,0.0152272393634457
Florida_ksat_data_1130,Florida_dataset198,sand,0.3431526734409814,3.1391702,0.051076507,0.363868518,93.9,3.2,2.8999999999999995,51.95,92.5,1.57,30.38597,-84.2467,Florida_database,0.0269909911292913,0.0573468464547608,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0397210009999999,0.3599140696430155,0.4608819875627537,5.183383554845336,0.2699324218082117,0.0037267134661497
Florida_ksat_data_1131,Florida_dataset197,sand,0.2091167627069386,4.362753074,0.037519639,0.390933049,97.0,2.0,1.0,33.5,165.0,1.51,30.35773,-84.2939,Florida_database,0.0331278279639519,0.1260064086406363,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0113250009999999,0.382438986944955,0.2838414422706436,10.999999999976644,0.1484512720957242,0.0105310269116824
Florida_ksat_data_1132,Florida_dataset197,sand,0.1904417488133052,4.469875911,0.022410675,0.356228652,98.3,1.1000000000000003,0.6000000000000001,30.9,211.0,1.513333,30.35773,-84.2939,Florida_database,0.0227588031082378,0.0811477070714186,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0091300009999999,0.3546088995060795,0.2258407780574386,5.551796758101069,0.4137526576966512,0.009135576116931
Florida_ksat_data_1133,Florida_dataset196,loamy sand,0.3593612364059082,1.919058852,0.052830247,0.431549876,82.89999999999999,10.7,6.4,33.5,5.0,1.383333,30.51274,-84.2608,Florida_database,0.0654520121488746,0.0664394253611954,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0538580009999999,0.4365237564603224,0.2910920033539776,1.6062863523617747,0.6536158389049692,0.0056848021003949
Florida_ksat_data_1134,Florida_dataset196,loamy sand,0.3082967500624576,2.173721587,0.058411963,0.38047389,85.0,7.1,7.9,21.65,15.0,1.423333,30.51274,-84.2608,Florida_database,0.0544565980462989,0.0694615221386398,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0546560009999999,0.3815510204457515,0.3090560887255955,2.109718841636318,0.5387931692403961,0.0056245450830334
Florida_ksat_data_1136,Florida_dataset199,sand,0.1689533312599103,3.702160052,0.080117629,0.415188632,89.1,7.5,3.4000000000000004,5.26,10.0,1.57,30.53113,-84.3625,Florida_database,0.0682233610385238,0.2762853486222732,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0440120009999999,0.4058316795989657,0.2420942592011101,10.99999999999999,0.1120276456661996,0.0137383461696245
Florida_ksat_data_1137,Florida_dataset199,sand,0.1976662103776519,3.255245597,0.062385442,0.391824302,89.7,5.7,4.6,7.236667,34.0,1.543333,30.53113,-84.3625,Florida_database,0.0452478971655185,0.1257734529566626,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0424420009999999,0.3814725497214914,0.2743341976238576,7.3154180123805075,0.1760392043215892,0.0070472194071791
Florida_ksat_data_1138,Florida_dataset199,loamy sand,0.1795503859116008,3.181609359,0.067112982,0.376879194,88.3,5.0,6.7,7.733333,57.0,1.58,30.53113,-84.3625,Florida_database,0.0586666777617004,0.1757313024068302,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0438190009999999,0.3657534493624922,0.2595441415426073,10.999999999992111,0.1053745065805,0.0070352765640032
Florida_ksat_data_1139,Florida_dataset199,sand,0.1830911798626442,3.111373261,0.061916336,0.386736718,88.83299798792757,4.124748490945674,7.042253521126761,7.23,89.0,1.586667,30.53113,-84.3625,Florida_database,0.0498155355617154,0.1354939239234781,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0423640009999999,0.3776675678075307,0.2511952088495761,5.935771080697658,0.2106793963476673,0.008468886071437
Florida_ksat_data_114,Florida_dataset15,sand,0.2441953547847634,3.595087359,0.043954354,0.372699355,96.2,3.3999999999999995,0.4,14.5,20.0,1.523333,26.55486,-81.2228,Florida_database,0.0635065272783685,0.1929177321386659,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0135070009999999,0.3609639890051906,0.3518897026544985,10.99999999999979,0.1122903166145703,0.0111677007373907
