layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,bd,lat,lon,source_db,rse_alpha,rse_n,oc,sample_type,sample_type_source,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m
Florida_ksat_data_4295,Florida_dataset744,sand,0.3925706434919162,1.959452352,0.102112194,0.426221159,87.3,11.8,0.9000000000000001,17.95,9.0,1.476667,29.79938,-82.5023,Florida_database,0.0545400337106764,0.0596503806371407,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0987890009999999,0.4246754035193986,0.4343307760519891,2.1615142027245504,0.4067722690030359,0.0045926782526762
Florida_ksat_data_4296,Florida_dataset744,sand,0.4019893299954623,2.111429678,0.071015182,0.403384655,89.0,6.4,4.6,55.55,25.5,1.41,29.79938,-82.5023,Florida_database,0.0739367348068232,0.0968334723557741,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0590320009999999,0.3982557436640664,0.5514068831227762,3.404568452619148,0.2413557454467839,0.0063045701330329
Florida_ksat_data_4297,Florida_dataset744,sand,0.3044518464511326,2.900253883,0.080529413,0.401955728,88.8,5.4,5.8,32.2,53.5,1.43,29.79938,-82.5023,Florida_database,0.046735752621194,0.0952595753753815,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0640640009999999,0.395553254466521,0.4200915310724797,4.929371577722747,0.2414694075365264,0.0065937255601289
Florida_ksat_data_4298,Florida_dataset744,loamy sand,0.3230166132165418,2.459065921,0.103588422,0.402335283,86.2,4.2,9.6,25.3,105.5,1.52,29.79938,-82.5023,Florida_database,0.0731442945738289,0.1244683049519323,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0871970009999999,0.3968773667974223,0.4574931512367307,4.110694411501742,0.230754404432959,0.0075173843357609
Florida_ksat_data_4299,Florida_dataset744,loamy sand,0.3013845500757139,2.554073174,0.094239978,0.406293141,88.10000000000001,3.6000000000000005,8.300000000000002,21.05,172.5,1.46,29.79938,-82.5023,Florida_database,0.0866199408700878,0.1647017561864175,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0707130009999999,0.3973891334358007,0.4498342792714125,5.403179574839636,0.1664300210881492,0.0092520967889544
Florida_ksat_data_43,Florida_dataset9,sandy clay loam,0.2167990748114799,1.205366952,0.202163433,0.396261695,68.4,11.6,20.0,0.01,177.5,1.503333,27.60554,-81.5907,Florida_database,0.225812752766204,0.2548318728516747,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0085608070749731,0.3929499856125672,0.4509884394219812,3.2242654347664432,0.02,0.0020719128974016
Florida_ksat_data_430,Florida_dataset75,sand,0.1582743787124043,3.307040854,0.07203832,0.358559398,93.7,2.0,4.3,9.86,174.0,1.7,27.55821,-81.2805,Florida_database,0.0736314928197046,0.2843184206568021,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0414230009999999,0.3496137977446425,0.235391038949179,10.999999999998453,0.0977036189341572,0.0099108936903608
Florida_ksat_data_4300,Florida_dataset745,sand,0.5626290568134888,1.545353123,0.14312728,0.427906106,94.0,0.0,6.0,17.1,12.5,1.33,29.78012,-82.5124,Florida_database,0.0718213790366279,0.0508464146083197,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.1466444384724604,0.4353764771149641,0.4145873082367764,1.189419209877378,0.5409749416172841,0.0026840345249496
Florida_ksat_data_4301,Florida_dataset745,sand,0.4466610610147196,1.76407025,0.119780131,0.558149123,86.8,11.0,2.2,32.85,30.5,1.17,29.78012,-82.5124,Florida_database,0.1352418612238732,0.1347711483335465,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.1085098158079881,0.5448270546344636,0.6302215523340985,4.212939737588108,0.1404102231307151,0.0095518238222338
Florida_ksat_data_4302,Florida_dataset745,sand,0.3897436683271046,2.036992512,0.116071532,0.549520335,88.0,9.7,2.3,47.35,61.0,1.096667,29.78012,-82.5124,Florida_database,0.1366773528687848,0.1883583466029888,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0903650009999999,0.5363052497209827,0.5936906320516875,6.206887515993665,0.1096305129663049,0.0124576948425115
Florida_ksat_data_4303,Florida_dataset745,sand,0.2546445569078125,3.621100088,0.137653807,0.529828238,88.8,8.2,3.0,56.85,97.5,1.183333,29.78012,-82.5124,Florida_database,0.0677060707833673,0.2046900511187194,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0936810009999999,0.5166301680211718,0.3784110053867907,10.99999999999958,0.1032616043349839,0.0166594790266471
Florida_ksat_data_4304,Florida_dataset745,sand,0.2952874285306399,2.979382161,0.140143287,0.487158122,88.7,7.5,3.8,53.25,144.5,1.306667,29.78012,-82.5124,Florida_database,0.0880193558982646,0.2100484242971814,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.1030960009999999,0.475680687201267,0.4504524273610918,7.421156859666456,0.1284680781333396,0.014077908937374
Florida_ksat_data_4305,Florida_dataset745,sand,0.2884347695696287,3.309004303,0.130243975,0.462084243,90.7,6.5,2.8,51.6,198.0,1.346667,29.78012,-82.5124,Florida_database,0.068042924154909,0.1753727151889157,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0967360009999999,0.4505357110288686,0.4286304514667679,8.882516798597536,0.1223448890599362,0.012800986148658
Florida_ksat_data_4306,Florida_dataset746,sand,0.2922497327833664,3.107533508,0.061412293,0.42728978,91.4,4.5,4.1,27.25,9.0,1.4,29.60807,-82.4723,Florida_database,0.0515597886198688,0.1178358057213864,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0397130009999999,0.4164251442110687,0.4082313803026388,6.305871975073891,0.1949541209621405,0.0088504831455518
Florida_ksat_data_4307,Florida_dataset746,sand,0.2839773481260165,3.185410873,0.049361143,0.399326377,94.5,5.0,0.5,24.95,30.5,1.466667,29.60807,-82.4723,Florida_database,0.0617229132553368,0.1481488689381111,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0286490009999999,0.3803906591875831,0.3879721160226919,10.999999999743942,0.1161183642214628,0.0110790055424787
Florida_ksat_data_4308,Florida_dataset746,sand,0.2104010098249657,2.849387799,0.033954354,0.376911286,94.7,4.6,0.7,20.35,58.5,1.503333,29.60807,-82.4723,Florida_database,0.1395517536021834,0.2951337600989548,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0229010009999999,0.3894563494092773,0.1866730039166442,2.1587102691292737,0.8503100627090796,0.0183722104499493
Florida_ksat_data_4309,Florida_dataset746,sandy clay loam,0.1676573520009381,3.49814738,0.23657589,0.330481623,72.9,6.6000000000000005,20.5,0.068667,79.0,1.69,29.60807,-82.4723,Florida_database,0.0543619250330082,0.1326860671446854,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.2324500009999999,0.3322461386240695,0.1420967764033534,2.7207104136301923,0.9799999999956766,0.0040115814321719
Florida_ksat_data_431,Florida_dataset76,sand,0.506026267991618,1.447477377,0.035948749,0.40033292,92.0,3.5000000000000004,4.5,10.99333,111.5,1.45,27.55872,-80.3883,Florida_database,0.1845564940944555,0.1365369159210031,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0205886216083712,0.3872118617626639,0.7067067991852813,3.983931018448494,0.087706920724351,0.0066329871161224
Florida_ksat_data_4310,Florida_dataset747,sand,0.2875771569292266,3.506663549,0.06572128,0.397625378,95.5,3.8,0.7,37.15,9.0,1.486667,29.6205,-82.4686,Florida_database,0.0522295964379541,0.1410038595490822,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0420730009999999,0.3837585256573524,0.4022187110539982,10.999999997102588,0.1201798306457879,0.0096535467764361
Florida_ksat_data_4311,Florida_dataset747,sand,0.3173523093003217,3.020882767,0.039676501,0.341916375,96.4,3.2,0.4,49.6,46.0,1.51,29.6205,-82.4686,Florida_database,0.0544785047224441,0.116630721904711,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0201840009999999,0.3373077028041004,0.4452060394188148,4.9862007070110606,0.2369526110093939,0.0088253774606678
Florida_ksat_data_4312,Florida_dataset747,sand,0.1929325052897778,4.423252,0.037939988,0.363291361,97.3,2.3,0.4,26.95,103.0,1.59,29.6205,-82.4686,Florida_database,0.0407980215011853,0.1635853127377125,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0174370009999999,0.3550670615622083,0.2521616906325997,10.999999999985157,0.1661235646946065,0.0130975818204074
Florida_ksat_data_4313,Florida_dataset747,sandy loam,0.1823891676566411,2.96921659,0.26132689,0.337477555,78.1,4.3,17.6,0.202433,141.0,1.7,29.6205,-82.4686,Florida_database,0.1032055894058982,0.1988454789526225,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.255950001,0.3402495317240178,0.1426470715250573,2.0690692616843616,0.979999999952872,0.004684795940505
Florida_ksat_data_4315,Florida_dataset748,sand,0.4348097173856516,1.919971969,0.075853117,0.367730589,93.7,5.3999999999999995,0.8999999999999999,27.9,9.0,1.52,29.68795,-82.4296,Florida_database,0.0534915323578126,0.0571675494169322,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0714910009999999,0.3643190375858431,0.5308418317509016,2.4946142771314532,0.3156778814322966,0.0034890929488411
Florida_ksat_data_4316,Florida_dataset11,sand,0.3819068639137728,4.044224557,0.047720371,0.382081458,97.0,1.4,1.6,49.95,140.0,1.58,26.73504,-81.4861,Florida_database,0.044545581178635,0.1518194408284579,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0261230009999999,0.3764119540994614,0.5389060464903249,10.999999999999966,0.1363986999658739,0.0082799578063072
Florida_ksat_data_4317,Florida_dataset11,sandy loam,0.160851551243289,1.769742135,0.2915442,0.385991754,77.60000000000001,4.6000000000000005,17.8,0.12,190.5,1.555,26.73504,-81.4861,Florida_database,0.1863720917832228,0.1801225458445249,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.2929658397852341,0.3890277059611148,0.0797628772314809,1.2418681078594211,0.9799999999999996,0.0026293604237014
Florida_ksat_data_4318,Florida_dataset748,loamy sand,0.497427668979723,2.137604484,0.069824532,0.439762294,86.89999999999999,6.699999999999999,6.4,21.4,35.5,1.54,29.68795,-82.4296,Florida_database,0.0583259142718719,0.073272431827018,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0612920009999999,0.4361653031797631,0.6166562808829321,2.834685637923646,0.3279209170750423,0.0060607645114652
Florida_ksat_data_4319,Florida_dataset748,sand,0.2695700895820693,2.176512971,0.06495857,0.301442517,91.2,4.0,4.8,20.7,66.0,1.59,29.68795,-82.4296,Florida_database,0.1124140011163401,0.1772950644332505,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0510920009999999,0.2875501306711768,0.4032952599684308,10.99999999916677,0.067180641277807,0.0053881729016576
Florida_ksat_data_432,Florida_dataset76,sand,0.3728244128219117,2.612929897,0.046084106,0.387831535,95.9,2.1999999999999997,1.8999999999999997,27.95,139.5,1.523333,27.55872,-80.3883,Florida_database,0.079856232645282,0.151970689771398,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0180770009999999,0.3814431587993021,0.5964512703066533,10.674470575524111,0.0814869629608392,0.0092979623672463
Florida_ksat_data_4320,Florida_dataset21,sand,0.1786043569414632,3.717214099,0.066152417,0.392382231,95.66173530587766,3.0987604958016797,1.2395041983206718,8.546667,15.0,1.51,26.53073,-81.3754,Florida_database,0.051457304007573,0.1872958053571471,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0343780009999999,0.3838304210026683,0.2581130340497255,10.999999999999226,0.1137325880876222,0.0099855062511632
Florida_ksat_data_4321,Florida_dataset748,sandy loam,0.2400492041624816,1.60590295,0.201833781,0.379167458,74.8,9.5,15.7,1.71,84.0,1.56,29.68795,-82.4296,Florida_database,0.0626469267043924,0.0541038181114648,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.2031195461738723,0.380338925832778,0.2095380166331609,1.4577402945091658,0.4536970208737111,0.001853623737375
Florida_ksat_data_4322,Florida_dataset748,sandy loam,0.1934859407646852,1.587060048,0.265912204,0.407492964,70.4,10.6,19.0,0.913333,113.0,1.55,29.68795,-82.4296,Florida_database,0.1248670949057615,0.1077091180287574,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.2706761233788775,0.4113882702433412,0.0741729183537514,1.0838849405564264,0.9799999999999964,0.0015166110913858
Florida_ksat_data_4323,Florida_dataset14,sand,0.4075655378748094,3.710614743,0.033520561,0.397369013,99.0,0.6,0.4,66.4,14.0,1.58,26.60722,-81.2914,Florida_database,0.0448697074312059,0.1147577931549677,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0096910009999999,0.3985693058265605,0.5761829092127401,6.258372456422629,0.2271597213793505,0.01479320673815
Florida_ksat_data_4326,Florida_dataset14,sand,0.2810561351735812,5.493361959,0.029946365,0.360999215,98.1,1.5,0.4,45.35,61.0,1.61,26.60722,-81.2914,Florida_database,0.0266461112329519,0.1120121295796994,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0060640009999999,0.356548180545646,0.3677536020161997,10.999999999819034,0.1861652306678883,0.0125907664245555
Florida_ksat_data_4327,Florida_dataset15,sand,0.2473971537681063,3.341463093,0.03834021,0.386231852,96.1,3.4000000000000004,0.5,14.65,35.5,1.56,26.55486,-81.2228,Florida_database,0.0644141813939501,0.1714559675103108,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0122720009999999,0.3709633902567086,0.3508399133189707,10.999999999984968,0.1121976528332268,0.0119134408327027
Florida_ksat_data_4329,Florida_dataset23,sandy loam,0.3209378481948474,1.506935592,0.16050215,0.401689195,74.0,9.0,17.0,2.47,28.0,1.543333,26.54084,-81.2494,Florida_database,0.0437379449160942,0.0346026482985633,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.1560523316783498,0.3991013905279254,0.3931722736588915,1.858791935322757,0.2379972993167248,0.0011925975829647
Florida_ksat_data_433,Florida_dataset77,sand,1.3586607434750908,2.049504727,0.061378099,0.426129278,99.4,0.1,0.5,129.5,2.5,1.346667,27.59454,-80.4979,Florida_database,0.7509920732444916,0.5309285386382065,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0394570009999999,0.3946511986672911,2.295527895167476,8.924819976511206,0.070775129519575,0.0130228288364165
Florida_ksat_data_4330,Florida_dataset17,sand,0.5184851708789444,1.945052877,0.085308734,0.403825447,90.0,3.2,6.800000000000001,25.3,133.0,1.486667,26.73115,-81.5094,Florida_database,0.2455794495629649,0.3254367935224009,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0598630009999999,0.3916391808319511,0.7421915514686458,10.999999998420654,0.0569900991824949,0.0139872762913382
Florida_ksat_data_4331,Florida_dataset692,sand,0.3732319041670703,2.689532465,0.032969257,0.350924273,95.9,3.7,0.4,30.7,21.5,1.533333,29.71651,-82.3464,Florida_database,0.0472240376122708,0.0854923684464388,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0189110009999999,0.3480368348516054,0.5085800693211232,4.130878858750755,0.27437706909748,0.00651443221358
Florida_ksat_data_4332,Florida_dataset692,sand,0.5038658210500018,1.644902841,0.057051972,0.436810663,91.4,6.199999999999999,2.4,19.0,35.5,1.45,29.71651,-82.3464,Florida_database,0.1804603063673209,0.1606575927613257,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0462190019546151,0.4222377619955564,0.7120810369965644,10.99999410216242,0.0455927340436375,0.008746705653374
Florida_ksat_data_4334,Florida_dataset63,sand,0.1509499959721209,4.086644239,0.044927818,0.329102815,98.1,1.3000000000000005,0.6000000000000001,10.3,20.5,1.57,27.21255,-81.111,Florida_database,0.0279349740673696,0.1091097547766339,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0270040009999999,0.3244863224480672,0.2040783696491645,7.8993614381844415,0.204621080168006,0.0060833005324438
Florida_ksat_data_4335,Florida_dataset125,sand,0.2351638157780689,3.719454822,0.052796846,0.396829926,92.7,4.3,3.0,21.7,60.5,1.49,30.51352,-84.0358,Florida_database,0.039686271350197,0.1191697932902817,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0312900009999999,0.3859915493281716,0.3338959913398827,10.999999999984782,0.1273884808000178,0.0066192328522025
Florida_ksat_data_4336,Florida_dataset692,sand,0.2427798765123666,3.649911612,0.035482775,0.329627585,95.9,3.2,0.8999999999999999,24.65,105.0,1.61,29.71651,-82.3464,Florida_database,0.0586527106885679,0.1763481807784915,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.005850001,0.3201103949015294,0.3567848134862737,10.999999999990347,0.1088621681819919,0.0108347679385506
Florida_ksat_data_4337,Florida_dataset692,loamy sand,0.253892998016652,1.818817586,0.099582006,0.305075264,83.8,5.5,10.7,4.27,146.0,1.74,29.71651,-82.3464,Florida_database,0.1611530798068797,0.1793206857186381,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0937135852236946,0.2964219942461944,0.3624317770917766,3.990862037409765,0.1519071635666215,0.0071318841190346
Florida_ksat_data_4338,Florida_dataset105,sandy clay loam,0.2591189925203815,2.010512414,0.244313302,0.349658823,67.4,3.8,28.800000000000004,0.15,172.5,1.643333,30.51417,-84.0351,Florida_database,0.0836487299666168,0.0906938398086814,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.2455211497558574,0.3517318260094171,0.155032600950453,1.482442335767196,0.9798650110829455,0.0024449867789772
Florida_ksat_data_4339,Florida_dataset127,loamy sand,0.3619397975863317,1.477067244,0.072423864,0.434280773,84.3,7.200000000000001,8.5,7.646667,43.0,1.653333,30.44972,-84.0475,Florida_database,0.2040105412063123,0.1693347259029169,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0495075879864714,0.4180684442072593,0.5522042624917894,7.853632531369104,0.0429910424119757,0.0061381962096578
Florida_ksat_data_434,Florida_dataset77,sand,0.7437084673155462,3.240543189,0.042011185,0.414379256,98.7,0.5,0.8,105.0,12.5,1.5,27.59454,-80.4979,Florida_database,0.1336845716648224,0.2463686527936864,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0166500009999999,0.4111116278203411,1.404476925452624,10.99404086031089,0.0891455234433324,0.0129804420276965
Florida_ksat_data_4340,Florida_dataset692,sandy loam,0.2650289220070054,1.938972962,0.086664057,0.332291812,83.2,3.3000000000000003,13.5,8.88,170.0,1.693333,29.71651,-82.3464,Florida_database,0.1091267339298579,0.1333697018636837,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0799379738032496,0.3230380905086482,0.3758567035458997,3.977493450599373,0.1738855201829286,0.0055849265238904
Florida_ksat_data_4341,Florida_dataset692,sandy clay loam,0.2842383046198243,2.426839355,0.260454332,0.325674611,71.1,2.4,26.5,0.193333,199.0,1.74,29.71651,-82.3464,Florida_database,0.3987552586022951,0.393922408314845,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.2527000009999999,0.3298010433166279,0.1887379599646214,1.4882299292492225,0.98,0.0074094814947453
Florida_ksat_data_4342,Florida_dataset137,sand,0.2600205085324754,3.654021326,0.064032339,0.412435717,93.4,4.3,2.3,44.7,48.5,1.47,30.37034,-84.0404,Florida_database,0.0429194051796211,0.1207928142322696,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0390040009999999,0.4008677625088885,0.3715753409247098,10.99999999999286,0.1217686143264676,0.0090981588024047
Florida_ksat_data_4343,Florida_dataset139,sand,0.1578593172999954,2.548058092,0.058388212,0.402352411,94.6,3.3000000000000003,2.1000000000000005,7.11,56.0,1.48,30.2671,-83.9065,Florida_database,0.1135870367667628,0.2924858474884674,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0308830009999999,0.3866255740231794,0.2384054650947329,10.999999999999346,0.0785850346919162,0.0125948750025839
Florida_ksat_data_4344,Florida_dataset749,sand,0.3239982755579122,2.799092617,0.040955204,0.380253421,96.4,3.2,0.4,27.6,9.0,1.45,29.75354,-82.1987,Florida_database,0.0334873782438552,0.061780521441604,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0290000009999999,0.3776983342211851,0.4109796051849301,3.660340958828089,0.3542815416581251,0.0056998814312933
Florida_ksat_data_4345,Florida_dataset749,sand,0.244771590808278,3.643538711,0.040484395,0.351978237,96.6,3.0,0.4,21.7,37.0,1.51,29.75354,-82.1987,Florida_database,0.0544930532125126,0.1594853509221034,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0234050009999999,0.3404580677038875,0.3378215081803551,10.999999999999998,0.1331168459736836,0.0080121412096079
Florida_ksat_data_4346,Florida_dataset749,sand,0.189552337240546,1.481165035,0.045242821,0.394321582,90.4,6.4,3.2,4.6,58.5,1.49,29.75354,-82.1987,Florida_database,0.1402441764313605,0.1305111956025649,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0168899552358544,0.3829792625431874,0.2994620135924357,3.0944169737595058,0.105058376027353,0.0055066423096022
Florida_ksat_data_4347,Florida_dataset139,sand,0.1692816365425502,1.230529085,0.0,0.360619695,88.2,6.0,5.8,0.143333,109.0,1.643333,30.2671,-83.9065,Florida_database,0.097353746292388,0.0379527251409513,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",2.679038630064597e-18,0.3625379696544124,0.157796993881655,1.12809360342598,0.2090818715449663,0.0035445490942061
Florida_ksat_data_4348,Florida_dataset749,sand,0.1875037051388598,1.954181862,0.047133873,0.372761087,93.3,4.0,2.7,9.64,64.5,1.51,29.75354,-82.1987,Florida_database,0.1348281889086859,0.1782872739201156,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0372835192744882,0.353298482131016,0.278611712848299,10.999999999985922,0.0598567875439947,0.0081576186029755
Florida_ksat_data_4349,Florida_dataset749,sand,0.1667116415901454,3.306318767,0.05062561,0.336061342,96.1,3.0,0.9000000000000001,17.55,74.5,1.643333,29.75354,-82.1987,Florida_database,0.0622739880693093,0.2096226301921255,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0271700009999999,0.3268991539923182,0.2420097449649174,10.999999999998751,0.1069783820145281,0.0076510475745082
Florida_ksat_data_435,Florida_dataset78,sand,0.2054170561812647,5.737433294,0.045802588,0.436179973,97.3,2.3,0.4,24.55,2.5,1.383333,27.81752,-80.5051,Florida_database,0.0304258941290238,0.1808726864999315,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0111130009999999,0.4312245173880888,0.2658032374745901,10.999999999723324,0.1829644165938247,0.0178890124815088
Florida_ksat_data_4350,Florida_dataset139,sand,0.1533094930480847,6.176103665,0.027953408,0.374225547,98.7,0.5,0.8,19.7,152.5,1.653333,30.2671,-83.9065,Florida_database,0.0194611171430792,0.105551757916734,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.007054001,0.3721657070559541,0.1855110769244994,8.962984701366736,0.3004729598282269,0.0127246071376464
Florida_ksat_data_4351,Florida_dataset148,sand,0.2134406425231858,2.89509439,0.02529799,0.312664514,95.2,3.7000000000000006,1.1,7.96,38.0,1.673333,30.37339,-83.8274,Florida_database,0.0546161885365555,0.1283339211404662,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0086460009999999,0.3022175972595247,0.303753073839941,6.842937649907638,0.1632582656995915,0.0055569579334587
Florida_ksat_data_4352,Florida_dataset749,sand,0.1823406945287126,3.503710957,0.032347166,0.323993737,95.9,3.3000000000000003,0.8,19.35,96.5,1.67,29.75354,-82.1987,Florida_database,0.0415120006965495,0.1275339216403005,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0141950009999999,0.3170989315200472,0.2527979591826451,7.3014131396236435,0.1887845625130997,0.0077666671703384
Florida_ksat_data_4353,Florida_dataset749,sandy loam,0.4646194676061653,1.098953546,0.0,0.341099168,79.7,3.7000000000000006,16.6,0.106667,132.0,1.716667,29.75354,-82.1987,Florida_database,0.094496789227061,0.0273305516509736,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",3.3443193309738625e-12,0.3424228949899868,0.4523987038530786,1.0100000882334783,0.0992087526841418,0.0013623618655
Florida_ksat_data_4354,Florida_dataset150,sand,0.1748428179857545,3.231076959,0.046242508,0.394156444,90.4,6.800000000000001,2.8,15.1,59.5,1.533333,30.57315,-83.9321,Florida_database,0.0561203816265961,0.1725446428224262,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0174800009999999,0.3835168781957059,0.2601074415982966,10.999999999979552,0.1015114219858319,0.0081811907701347
Florida_ksat_data_4355,Florida_dataset749,loamy sand,0.1846235280141536,2.419173567,0.106849557,0.396674412,88.5,3.1,8.4,5.39,171.0,1.62,29.75354,-82.1987,Florida_database,0.0766247592723556,0.1480835839158495,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0927180009999999,0.3835873542740475,0.2692974317046691,6.917966209964921,0.1296890485846459,0.0058890393288946
Florida_ksat_data_4356,Florida_dataset749,sand,0.1321420556459137,2.406966707,0.079555089,0.352537405,91.3,2.7,6.0,5.26,203.0,1.7,29.75354,-82.1987,Florida_database,0.0721571012371456,0.1402663204595643,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0708900009999999,0.3428946236213185,0.193480365844096,5.669491397738191,0.1630271688987419,0.0062585905873391
Florida_ksat_data_4357,Florida_dataset750,sand,0.2139889595325621,1.869688794,0.059152466,0.382168003,92.9,5.8,1.3,14.65333,6.5,1.49,29.70882,-82.3272,Florida_database,0.1007674899300092,0.1164890610284211,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0490543723860328,0.3656529345280185,0.3206718836162195,5.872665310907565,0.1034419539445614,0.0051184045117701
Florida_ksat_data_4358,Florida_dataset750,sand,0.2228906922343511,2.240221676,0.040141915,0.308362862,93.7,5.2,1.1,7.01,16.5,1.6,29.70882,-82.3272,Florida_database,0.1014966359349109,0.1690370343115983,,undisturbed,"Florida: field rings per horizon, undisturbed (W. G. Harris, pers. comm.)",0.0275200009999999,0.2936959936870738,0.3359832624758358,10.999999999974497,0.0713795123365894,0.0043043838153774
