layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,lat,lon,source_db,oc,porosity,rmse,n_points,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m
HB_KIT_103,HB_Karlsruher_Institut_fuer_Technologie_49.8226_5.8027,sandy clay loam,1.3423986174847826,1.2340387401594044,3.507188896988142e-17,0.5149835633100232,45.2,27.9,26.9,323.4362985833333,4.5,49.822625,5.802672,Hohenbrink,2.35,0.65,0.015838314168154104,18,4.2526771726711987e-26,0.5041879181933306,1.5511722704633937,2.056230742710068,0.10793477912130026,0.015371615181889495
HB_KIT_104,HB_Karlsruher_Institut_fuer_Technologie_nan_nan,sandy clay loam,0.46025869399157,1.2299682473735412,5.2592709570363314e-20,0.5254000845445133,58.0,19.0,23.0,45.6865915,,,,Hohenbrink,3.37,0.57,0.010633172850322352,14,6.816392412536952e-30,0.5346732809020766,0.42790358924703165,1.0100000000000007,0.2340488864694435,0.01014136720682725
HB_KIT_105,HB_Karlsruher_Institut_fuer_Technologie_49.8238_5.8029,clay loam,1.534044060739879,1.1633286620670131,3.8673035860120103e-28,0.45120636213477894,21.2,42.9,35.9,602.266571125,4.5,49.823758,5.802858,Hohenbrink,3.38,0.58,0.021963617056140132,13,8.189229600963876e-30,0.4527646283548273,1.3437657272745225,1.01,0.16684238393153594,0.02162310477047807
HB_KIT_106,HB_Karlsruher_Institut_fuer_Technologie_49.8068_5.8046,silty clay,0.9680942638516943,1.2517284433001632,2.210928778991152e-22,0.6479376459029004,12.1,45.8,42.1,275.28893666666664,4.5,49.806808,5.804593,Hohenbrink,,0.78,0.007066301947918231,12,8.557949691493685e-15,0.6705635938530085,0.9677977911970902,1.0100000000000642,0.2564650096639153,0.006124636476380837
HB_KIT_107,HB_Karlsruher_Institut_fuer_Technologie_49.8128_5.9414,sandy loam,0.052378482912092385,1.3370042013486043,5.752047923238724e-12,0.3598836808635518,60.9,22.8,16.3,72.408367875,3.5,49.812833,5.941417,Hohenbrink,1.24,0.38,0.005971922690992367,15,3.164229145063971e-23,0.361637112436687,0.031329400364597804,1.0100000000000007,0.3692267847057549,0.004354112463433446
HB_KIT_108,HB_Karlsruher_Institut_fuer_Technologie_49.8087_5.8031,clay loam,9.362814841353709,1.1695560748362988,2.19376794315445e-30,0.6700832778670708,27.52752752752753,37.73773773773774,34.73473473473474,125.83132166666667,17.5,49.808735,5.803051,Hohenbrink,4.65,0.6,0.02038347550741045,14,1.6310669299157242e-33,0.6564810947841726,7.547787694840241,1.01,0.1704060461886769,0.020298287837450385
HB_KIT_109,HB_Karlsruher_Institut_fuer_Technologie_49.8223_5.8068,silty clay loam,0.38156594013057743,1.2108815948476586,2.432273142005913e-27,0.5190176923793949,18.981018981018984,43.256743256743256,37.76223776223776,64.53402579166666,28.5,49.822276,5.806843,Hohenbrink,2.2,0.58,0.02196129372528192,12,3.019821387147837e-20,0.5232343999363578,0.3089345915901387,1.01,0.22240683312739992,0.02071375415737703
HB_KIT_110,HB_Karlsruher_Institut_fuer_Technologie_49.7162_5.9047,sandy clay loam,0.09191733593316327,1.2718155627158385,3.155686099604795e-23,0.5099821421391343,45.8,21.3,32.9,,7.5,49.716222,5.904689,Hohenbrink,2.98,0.53,0.017162164673730322,16,9.641378585985408e-18,0.5129506203773223,0.06520013775071963,1.0100000000000071,0.2935940473889764,0.015004486135906334
HB_KIT_111,HB_Karlsruher_Institut_fuer_Technologie_49.8083_5.8061,silty clay loam,0.36605002419536087,1.2208159563809027,1.1812987739452659e-31,0.550374854916369,9.5,52.5,38.0,239.76664054166667,4.5,49.808318,5.80611,Hohenbrink,5.19,0.77,0.025776427347863236,15,9.294746818437574e-26,0.5531043697960757,0.26809990480167495,1.01,0.24086582892339523,0.023249076340742744
HB_KIT_112,HB_Karlsruher_Institut_fuer_Technologie_49.8093_5.8030,clay loam,1.5099272045400631,1.157263806193266,2.191395199477769e-34,0.41551506760965434,27.6,38.5,33.9,99.951371625,34.5,49.809263,5.803026,Hohenbrink,3.39,0.59,0.017658778473673187,12,1.2399333416481849e-39,0.41634949760055157,1.3069767586950396,1.01,0.160806152809169,0.01734827635638457
HB_KIT_113,HB_Karlsruher_Institut_fuer_Technologie_34.9634_135.9950,sandy clay loam,2.9227519104371167,1.2563829295297277,0.04796494754650108,0.618262157232278,64.1,15.0,20.9,44.64663770833334,,34.963426,135.995046,Hohenbrink,2.6,0.5,0.01375540534672051,12,0.04908314081931761,0.4983686396420343,1.2494747075305905,10.999999999999861,0.02312513946660191,0.011363341737699342
HB_KIT_114,HB_Karlsruher_Institut_fuer_Technologie_49.7491_5.8927,clay,0.016433441893276158,1.2178434483278915,1.0636041461136251e-36,0.45252290184298655,16.8,35.5,47.7,0.19488962499999998,21.5,49.749092,5.892749,Hohenbrink,1.57,0.47,0.015720680328375383,16,2.7487473995926802e-31,0.45445018710216656,0.012404781499466423,1.01,0.23030742279747188,0.014120366240991347
HB_KIT_115,HB_Karlsruher_Institut_fuer_Technologie_49.8241_5.8019,silty clay loam,0.1329259754733203,1.2420852422339512,2.9333075556369096e-25,0.5853963900475084,13.2,47.0,39.8,512.6119878333333,12.5,49.824079,5.801883,Hohenbrink,2.46,0.6,0.02009230882945817,17,2.939542043043343e-26,0.5879685941917631,0.09492890709599337,1.01,0.26456725380615415,0.01735856361413505
HB_KIT_116,HB_Karlsruher_Institut_fuer_Technologie_49.8241_5.8019,silty clay loam,1.5220372304643888,1.16234563992187,1.5546106961817335e-18,0.5121066119683145,14.8,47.4,37.8,380.0045164166667,4.5,49.824079,5.801883,Hohenbrink,3.32,0.6,0.020528061705781954,16,1.8539149651584452e-17,0.5146054596877471,1.338367213873659,1.0100000000001896,0.1661761381577761,0.020158939574922964
HB_KIT_117,HB_Karlsruher_Institut_fuer_Technologie_49.8260_5.8034,silty clay loam,0.9304246369923601,1.1663867059142947,3.803262725643059e-27,0.5072937992932908,7.9,52.5,39.6,911.5673432916666,35.5,49.825977,5.803403,Hohenbrink,1.66,0.54,0.02474200988129734,16,1.9207902891185091e-28,0.5110277003455949,0.8420270544048124,1.01,0.1693697718840867,0.024197924982246804
HB_KIT_118,HB_Karlsruher_Institut_fuer_Technologie_49.7130_5.8969,sandy loam,0.12494242745385772,1.3001197474016677,5.165001275573249e-18,0.43314250175850505,64.2,19.8,16.0,0.6306505,3.5,49.713042,5.89689,Hohenbrink,1.84,0.47,0.007068903010886035,15,1.0042083576057163e-31,0.43767623844683495,0.09553654130930084,1.0220464683829973,0.31633957807685553,0.006579166980607334
HB_KIT_119,HB_Karlsruher_Institut_fuer_Technologie_49.8241_5.8019,silty clay loam,0.01842362218223087,1.2951666060927114,5.257882704284305e-24,0.3559490311965534,11.0,49.9,39.1,354.64084925,4.5,49.824079,5.801883,Hohenbrink,3.47,0.57,0.008677853229221776,8,1.3648052294760964e-19,0.3605559426116609,0.012563127064319139,1.01,0.3280634848657615,0.006871949178161137
HB_KIT_120,HB_Karlsruher_Institut_fuer_Technologie_49.7491_5.9363,sandy loam,0.15115359707951265,1.2985739161739478,2.209355403927557e-23,0.47370694553868625,60.6,20.5,18.9,22.37632483333333,3.5,49.749111,5.936278,Hohenbrink,2.66,0.54,0.007987655281650798,11,2.574169519907535e-20,0.48220501929401627,0.11856604804773507,1.01,0.3193871160180452,0.00524973822660694
HB_KIT_121,HB_Karlsruher_Institut_fuer_Technologie_49.7246_5.8962,sandy loam,0.12966803034238902,1.2851552311766001,5.106108084482929e-22,0.37247511785614323,70.5,13.2,16.3,,7.5,49.724639,5.896203,Hohenbrink,0.66,0.37,0.00694833523333657,8,4.33197837704752e-19,0.3922560785385912,0.1357349422047777,1.0100000000000016,0.28873651266709277,0.0066533187486049125
HB_KIT_122,HB_Karlsruher_Institut_fuer_Technologie_49.7496_5.9360,sandy clay loam,0.25394440552733977,1.2168188147518988,3.807348787432634e-17,0.34529329324501085,65.2,12.6,22.2,,,49.74962,5.936,Hohenbrink,0.37,0.4,0.011682261918535206,15,6.655724503133634e-33,0.35212071459537114,0.24619209321405516,1.0100000000000005,0.2189917288803978,0.0116347512937243
HB_KIT_123,HB_Karlsruher_Institut_fuer_Technologie_49.8226_5.8027,sandy clay loam,2.1608055783902715,1.2076729034990867,1.4634050489155986e-16,0.5472483207029197,47.6,26.1,26.3,999.51371625,4.5,49.822625,5.802672,Hohenbrink,2.51,0.65,0.013482264817673216,17,1.714619602868517e-36,0.5334605884437952,2.671837350907524,2.824288424954702,0.06802444878247776,0.012406615726486091
HB_KIT_124,HB_Karlsruher_Institut_fuer_Technologie_nan_nan,sandy clay loam,0.9046051133169479,1.2399465854111247,2.5897547213420376e-23,0.5359095621590797,57.6576576576577,20.8208208208208,21.5215215215215,30.887926708333335,,,,Hohenbrink,2.83,0.6,0.010684456427958637,18,6.895087315878948e-20,0.5410726467831316,0.752586013675384,1.0100000000000007,0.250195674490108,0.00896186582263227
HB_KIT_125,HB_Karlsruher_Institut_fuer_Technologie_49.1313_8.4412,sandy loam,0.17818582555621965,1.4461506586873498,0.016937319160171438,0.410483604774045,79.9,8.0,12.1,5.885573083333333,,49.1313,8.4412,Hohenbrink,1.75,0.41,0.005030519242007708,13,0.005363586870509845,0.40073597066386385,0.2593199840983222,2.6888868984213907,0.13195854125530776,0.002282341205623651
HB_KIT_126,HB_Karlsruher_Institut_fuer_Technologie_49.8238_5.8029,silty clay,3.540749154961107,1.1413471654438478,1.4388801261945195e-21,0.5362621408807825,8.7,50.5,40.8,147.83891216666666,4.5,49.823758,5.802858,Hohenbrink,3.48,0.54,0.013352566921222914,14,7.183179314997139e-21,0.509590708816994,3.104411817668227,6.741898423446169,0.020000000000000004,0.011474302428798199
HB_KIT_127,HB_Karlsruher_Institut_fuer_Technologie_49.7076_5.8952,sandy clay loam,0.18867847866499263,1.2189831789026,8.060528575789109e-23,0.4290194841378993,53.0,19.8,27.2,1.3483069166666668,,49.707583,5.895247,Hohenbrink,0.14,0.43,0.007731032821011704,16,1.1179288069952839e-19,0.43145115810696233,0.15312238471011494,1.010000000000004,0.22894901697711842,0.006939917193910616
HB_KIT_128,HB_Karlsruher_Institut_fuer_Technologie_49.1353_8.7441,silty clay loam,0.5002093529685869,1.2166404750881998,1.751197268130626e-30,0.5198341886004474,8.7,62.4,28.9,,,49.135256,8.744089,Hohenbrink,2.99,0.58,0.01955072586137488,14,2.086999934929286e-30,0.5262405495401296,0.4319038489715987,1.01,0.22406730250466625,0.018079871281910666
HB_KIT_129,HB_Karlsruher_Institut_fuer_Technologie_nan_nan,silty clay loam,0.08560319768170158,1.2766214026388174,8.026222603427301e-20,0.6019902233806663,9.090909090909092,54.745254745254705,36.1638361638362,30.887926708333335,,,,Hohenbrink,2.94,0.62,0.015872973693290496,10,2.6381603659935113e-20,0.6061332256529939,0.05708831320136901,1.01,0.2964075500671578,0.013803936525135984
HB_KIT_130,HB_Karlsruher_Institut_fuer_Technologie_49.8241_5.8019,silty clay loam,0.4408653573556276,1.1484569185251394,9.772786874385071e-24,0.4369428297699351,13.213213213213201,47.4474474474475,39.3393393393393,25.106649416666666,12.5,49.824079,5.801883,Hohenbrink,2.18,0.48,0.021011025694203957,19,3.1833237623983075e-22,0.4373494402084761,0.3587241417260114,1.01,0.15408385444045225,0.020327464384704483
HB_KIT_131,HB_Karlsruher_Institut_fuer_Technologie_49.0161_8.5129,silt loam,0.13854279972171601,1.3270961557540368,2.3845228261909773e-21,0.45267220835481026,29.6,52.1,18.3,0.32343629166666665,,49.016062,8.512867,Hohenbrink,2.66,0.45,0.006836085137563632,8,9.820885340253352e-88,0.37575970030240646,0.0948058483185538,10.999999999158053,0.028237351371584805,0.0049684014706364
HB_KIT_132,HB_Karlsruher_Institut_fuer_Technologie_49.8238_5.8029,silty clay loam,2.9384561633362702,1.1452627938321773,7.601525791986016e-15,0.5203498390252821,13.3,47.5,39.2,125.83132166666667,4.5,49.823758,5.802858,Hohenbrink,3.96,0.54,0.020710888960096867,12,1.759703993687222e-14,0.5251770812707417,2.8362320890401596,1.0100000000000369,0.1466961186855756,0.020528359436213464
HB_KIT_133,HB_Karlsruher_Institut_fuer_Technologie_49.7479_5.8937,loam,0.1900350202669384,1.2467359895288337,6.26040014383395e-27,0.3844371361910859,42.6,37.1,20.3,173.69557645833333,27.5,49.747945,5.893678,Hohenbrink,0.65,0.39,0.005520077449761375,19,8.751599903770256e-28,0.38725136863351617,0.15526548792672293,1.0100000000023523,0.2562241152356816,0.004967997174878119
HB_KIT_134,HB_Karlsruher_Institut_fuer_Technologie_49.7505_5.8916,loam,0.03872901132430967,1.3294911512166556,1.0521906857356844e-24,0.49114005586815773,43.6,37.3,19.1,0.4363035416666667,5.5,49.750516,5.8916,Hohenbrink,2.83,0.51,0.006928166858532019,15,2.163639601879409e-20,0.49592519658498346,0.02684777359660409,1.010000000000001,0.35500793060985925,0.004736163770514629
HB_KIT_135,HB_Karlsruher_Institut_fuer_Technologie_49.8074_5.9633,loam,0.050605286764527906,1.3261902971585442,3.0553916002211303e-26,0.4402781578837395,29.2,49.6,21.2,9.767620083333332,3.5,49.807389,5.963306,Hohenbrink,1.95,0.46,0.01941131821905121,17,1.836890828343999e-18,0.44383865702840786,0.03339622652922494,1.01,0.36790865874613166,0.016136619734331694
HB_KIT_136,HB_Karlsruher_Institut_fuer_Technologie_49.1313_8.4412,sandy loam,0.3091444541900289,1.4787705333914507,0.008200000999999998,0.28455451231742607,80.51948051948051,7.692307692307691,11.788211788211802,33.86793816666667,,49.1313,8.4412,Hohenbrink,0.63,0.34,0.010301617711873422,19,0.008200000999999998,0.2800176080945403,0.4640065324291866,10.999999999994747,0.03692863052927896,0.006535658354413613
HB_KIT_137,HB_Karlsruher_Institut_fuer_Technologie_49.8260_5.8029,silty clay loam,0.4355971606807145,1.3059605775074963,0.004240830271808533,0.6839685569248669,7.2927072927072905,56.44355644355641,36.263736263736305,,3.5,49.826008,5.80286,Hohenbrink,9.28,0.73,0.009576464675298598,16,6.4019590035851636e-21,0.6764204099904008,0.5673003282445562,1.95855531590257,0.14055894042429204,0.007401688610798246
HB_KIT_138,HB_Karlsruher_Institut_fuer_Technologie_49.8054_5.8021,silty clay loam,2.6165852631956477,1.16021443175175,1.0786768419439807e-23,0.5721443858376,15.7,46.0,38.3,228.97536412500003,4.5,49.805448,5.802123,Hohenbrink,3.36,0.58,0.028721928851241203,14,5.154123302171101e-19,0.5763065281317836,2.4226914216910487,1.01,0.1622660001189182,0.028407975442703615
HB_KIT_139,HB_Karlsruher_Institut_fuer_Technologie_49.7162_5.9047,sandy clay loam,0.17792244788658912,1.1862022625584367,1.063071132332029e-18,0.4093249012255556,47.25274725274719,22.4775224775225,30.2697302697303,30.184831666666668,22.5,49.716222,5.904689,Hohenbrink,1.03,0.42,0.010146324457236884,17,6.82387794534124e-18,0.41075738943067097,0.14794988734612932,1.01,0.1918336083154343,0.00946762367774855
HB_KIT_140,HB_Karlsruher_Institut_fuer_Technologie_nan_nan,clay loam,2.6526649368197304,1.1901838650621013,0.013479153766340143,0.6799238350953841,37.4,34.1,28.5,,,,,Hohenbrink,10.1,0.78,0.018424330640738208,17,2.5590808448488454e-26,0.6629396579178343,3.312689299636404,6.285342867033751,0.02693039108525353,0.013403014788665115
HB_KIT_141,HB_Karlsruher_Institut_fuer_Technologie_49.8260_5.8034,silty clay loam,0.9376920640269617,1.2085260491975875,8.551239321504056e-26,0.6206340373319577,9.5,54.7,35.8,173.69557645833333,24.5,49.825977,5.803403,Hohenbrink,3.35,0.65,0.009288000457104761,21,2.7075754865493312e-21,0.6190453276665134,1.0140761930230102,1.3582957526373625,0.1505310412873762,0.009180494799731206
HB_KIT_142,HB_Karlsruher_Institut_fuer_Technologie_49.7491_5.8927,clay,0.003570424169882153,1.2832356903524675,5.728021686973916e-16,0.3770796649965641,15.4,35.8,48.8,0.11214729166666666,32.5,49.749092,5.892749,Hohenbrink,0.97,0.44,0.011138916450818152,9,5.841029921593912e-27,0.3793922827920948,0.0024955779290432548,1.01,0.3084491927046526,0.009733034998763294
HB_KIT_143,HB_Karlsruher_Institut_fuer_Technologie_49.8256_5.8028,sandy loam,0.8297626959396652,1.3037298334081933,0.006500000957806997,0.2814588300976533,62.6,20.8,16.6,,92.5,49.825617,5.802813,Hohenbrink,0.2,0.6,0.01247003380952936,13,0.005291207593934003,0.25582365623625275,0.7114777027371848,4.299723164191159,0.0673349683682378,0.01139113541011639
HB_KIT_144,HB_Karlsruher_Institut_fuer_Technologie_49.8059_5.8020,silty clay loam,0.07350234781430033,1.2742788326002956,1.4883807973302174e-26,0.6131233221938053,6.693306693306691,56.843156843156805,36.4635364635365,151.28252283333333,4.5,49.80592,5.801984,Hohenbrink,6.44,0.66,0.017814420806553426,16,2.490964804638351e-17,0.6171614314908651,0.05271481419321565,1.01,0.2976759437043165,0.01434527506664796
HB_KIT_145,HB_Karlsruher_Institut_fuer_Technologie_49.7076_5.8952,sandy loam,0.3755380061990205,1.5603410297482745,0.007000001,0.5782408561239847,74.4,10.5,15.1,162.10214375,42.5,49.707583,5.895247,Hohenbrink,1.05,0.57,0.02881572730956603,13,0.007000001,0.5424785199230684,0.47034623091250366,10.999999999839234,0.044885163383213585,0.01975370401395829
HB_KIT_146,HB_Karlsruher_Institut_fuer_Technologie_nan_nan,clay loam,0.13212364352295183,1.1867170726190346,6.234988744774461e-17,0.4380493982375746,22.9,41.5,35.6,301.84831670833336,,,,Hohenbrink,2.14,0.49,0.012686681346361896,18,1.6337866010169694e-18,0.4395085078612209,0.10998063327541051,1.01,0.19178455424536187,0.011465316872698788
HB_KIT_147,HB_Karlsruher_Institut_fuer_Technologie_49.7478_5.8935,clay,0.7336672258709737,1.1319167479204455,8.441442774589003e-26,0.4768749471020668,24.3,29.4,46.3,48.95406479166667,27.5,49.747827,5.893523,Hohenbrink,2.23,0.48,0.018087834314229202,17,7.493779299161535e-18,0.4786071922103756,0.6840351362900766,1.0100000000000675,0.13251500366230584,0.01798530318143691
HB_KIT_148,HB_Karlsruher_Institut_fuer_Technologie_49.7162_5.9047,clay,0.015887673930906187,1.2750934010043105,4.488118697221057e-30,0.41876620224454364,32.06793206793206,17.982017982017982,49.950049950049944,20.882801416666666,57.5,49.716222,5.904689,Hohenbrink,0.3,0.46,0.01251297083842575,8,1.3188633343796067e-21,0.4240138721334992,0.011431360425707037,1.01,0.30239044072247645,0.010077487231487832
HB_KIT_149,HB_Karlsruher_Institut_fuer_Technologie_49.7077_5.8954,sandy loam,0.2903629009633473,1.5401431165132713,0.005500000999999999,0.4831319024205359,78.0,10.9,11.1,40.71821754166667,17.5,49.70765,5.8954,Hohenbrink,1.57,0.55,0.01933986652570683,17,0.005500000999999999,0.47225418932123064,0.45389719109986926,10.999999990932132,0.03942702662270485,0.0134633427153646
HB_KIT_150,HB_Karlsruher_Institut_fuer_Technologie_49.7645_5.9748,sandy clay loam,0.042145131083516335,1.2456905707132968,2.3175203422351494e-26,0.2897202426218662,47.9,22.2,29.9,102.27953816666667,12.5,49.764482,5.97479,Hohenbrink,0.66,0.4,0.010651357359801085,10,4.924583495223223e-22,0.29367048618686975,0.03406979356050313,1.01,0.2579933494687858,0.009775330014647568
HB_KIT_151,HB_Karlsruher_Institut_fuer_Technologie_50.7491_13.6735,clay loam,0.04993950728930534,1.2737180599298965,3.860077748287278e-18,0.593196345862644,30.13013013013013,39.33933933933934,30.53053053053053,,,50.749097,13.673489,Hohenbrink,6.69,0.63,0.014349994211992668,14,4.3681858354315705e-15,0.5982441465891468,0.037568345425794764,1.01,0.29023476566465667,0.011106257303559366
HB_KIT_152,HB_Karlsruher_Institut_fuer_Technologie_49.7518_5.9411,sandy clay loam,0.6177004547747882,1.2319429897316307,2.6953913959364137e-17,0.44978190459743067,52.7472527472527,24.2757242757243,22.977022977023,20.407450791666665,5.5,49.751778,5.941055,Hohenbrink,1.55,0.55,0.007378721828353431,14,2.874262193546478e-20,0.4578479763297755,0.565753898827846,1.0100000000001537,0.2377388444879931,0.0071339088419623145
HB_KIT_153,HB_Karlsruher_Institut_fuer_Technologie_49.7075_5.8998,sandy loam,0.17626336203206824,1.4279664107728234,0.008400000999999994,0.48679623276054607,69.3,16.1,14.6,,,49.707545,5.89977,Hohenbrink,2.86,0.52,0.00807758235018709,14,1.143499344645141e-20,0.47717696183384156,0.2601696381711187,2.8248696004342495,0.12323434287516305,0.005254019927392115
HB_KIT_154,HB_Karlsruher_Institut_fuer_Technologie_49.7645_5.9748,sandy clay loam,0.16463504569033963,1.2203880835615406,8.376778537341577e-19,0.42505870797270656,50.6,22.5,26.9,,4.5,49.764482,5.97479,Hohenbrink,2.35,0.46,0.01095416518957986,16,9.332322719679295e-20,0.42756963478641563,0.13096803287617886,1.01,0.2321595644138817,0.009615039553346834
HB_KIT_155,HB_Karlsruher_Institut_fuer_Technologie_49.8260_5.8034,silty clay loam,0.3697062102501485,1.2952781340884663,0.033700000999533325,0.6937055406353798,10.9,52.0,37.1,14.44736875,3.5,49.825977,5.803403,Hohenbrink,9.83,0.67,0.02474238354880279,13,0.009678290663711094,0.6617557491767645,0.4518533034005904,3.81638377043577,0.06430534578813779,0.021364833509005494
HB_KIT_156,HB_Karlsruher_Institut_fuer_Technologie_49.8087_5.8031,clay loam,0.13585546178924843,1.2220878190292248,1.940196700407211e-21,0.5181849320025362,22.9,40.4,36.7,380.0045164166667,4.5,49.808735,5.803051,Hohenbrink,6.31,0.63,0.014361197211581342,12,2.817866170186706e-20,0.5246615980580601,0.11619646508709691,1.0100000000000002,0.23126192150846495,0.012819323974534768
HB_KIT_157,HB_Karlsruher_Institut_fuer_Technologie_52.2964_10.4361,sandy loam,0.19145301709595589,1.4103656800809519,0.005900000999999999,0.381616224227143,58.5,28.9,12.6,5.751601083333333,,52.2964,10.4361,Hohenbrink,1.22,0.38,0.006289641432132294,15,3.111243080815396e-21,0.37517983053221643,0.2853149908494948,2.795495097011494,0.12044349305217077,0.0033904862449623007
HB_KIT_158,HB_Karlsruher_Institut_fuer_Technologie_49.8222_5.8070,silty clay loam,0.0320263506831928,1.334049807811846,1.1948521362514439e-21,0.5784814873689668,9.9,54.3,35.8,24.535152291666666,4.5,49.822244,5.807039,Hohenbrink,3.29,0.6,0.0220254272717435,19,1.3572675853316613e-18,0.5821902294126856,0.020748975630998694,1.01,0.37037816147763963,0.018139552219613976
HB_KIT_159,HB_Karlsruher_Institut_fuer_Technologie_49.7645_5.9748,sandy clay loam,0.9557387781663412,1.16488795588852,2.205714670041249e-19,0.3522050163951235,48.3,21.9,29.8,69.14945445833334,12.5,49.764482,5.97479,Hohenbrink,0.73,0.39,0.008483407463069756,18,1.54074206758919e-13,0.3536835521354972,0.8449265946339024,1.0100000000001972,0.1683031554964172,0.008340290249515506
HB_KIT_160,HB_Karlsruher_Institut_fuer_Technologie_49.7076_5.8952,sandy loam,0.45109967946245727,1.4975768813009238,0.005400001,0.5075643120077878,79.7,10.5,9.8,91.15673433333335,12.5,49.707583,5.895247,Hohenbrink,1.56,0.53,0.025123296899119484,15,0.005400001,0.4862700110112411,0.58560569621735,10.95245444514328,0.040310373947860086,0.01816302543952807
HB_KIT_161,HB_Karlsruher_Institut_fuer_Technologie_49.7474_5.8955,sandy clay loam,0.12987862651026227,1.257493149905591,1.1394736055344735e-23,0.6109206479672932,54.7,13.9,31.4,14.783891208333332,4.5,49.747361,5.8955,Hohenbrink,5.0,0.62,0.010078061771188918,18,4.873435007554715e-25,0.6145849699716404,0.10103459513327241,1.01,0.26904573806311793,0.0075259870561849235
HB_KIT_162,HB_Karlsruher_Institut_fuer_Technologie_49.7162_5.9047,sandy clay loam,0.20281276106743307,1.177866102742262,2.0062922235296778e-21,0.39975727425997754,48.948948948949,18.7187187187187,32.3323323323323,144.47368770833333,22.5,49.716222,5.904689,Hohenbrink,0.99,0.42,0.014067827296191127,15,3.431660181661488e-23,0.4009256508963521,0.16175275235239636,1.01,0.1872583608688455,0.013129166107037793
HB_KIT_163,HB_Karlsruher_Institut_fuer_Technologie_49.7497_5.9387,sandy loam,0.32331034320898083,1.286315969200882,4.1262095399617826e-23,0.4781568710824321,68.6,14.8,16.6,58.855731041666665,3.5,49.74975,5.93875,Hohenbrink,2.68,0.56,0.004847675179178005,19,1.357342775849827e-23,0.4812436995590129,0.2509074295614142,1.0437591299264013,0.2958325913592377,0.003972641969247182
HB_KIT_164,HB_Karlsruher_Institut_fuer_Technologie_49.8260_5.8034,silty clay,0.20773028338453503,1.379929425932517,0.06666857403267878,0.6914642820844329,8.2,49.5,42.3,40.71821754166667,3.5,49.825977,5.803403,Hohenbrink,,0.71,0.009942196215771906,11,0.0371460820633082,0.6545524694411463,0.281753157345627,4.5023222937330365,0.0643495152594234,0.0061045786942158856
HB_KIT_165,HB_Karlsruher_Institut_fuer_Technologie_49.8133_5.9414,sandy loam,0.3724027422770951,1.3492918159083631,0.013781986359250759,0.5844902890050291,56.343656343656306,25.7742257742258,17.8821178821179,11.475952916666666,3.5,49.813333,5.941389,Hohenbrink,4.6,0.63,0.009904059265480429,17,2.0976696786914313e-19,0.5740025632626105,0.5436615862778844,2.6861320796492527,0.10693467109225192,0.00668984900174391
HB_KIT_166,HB_Karlsruher_Institut_fuer_Technologie_49.7164_5.9047,clay,0.01681346911298881,1.265413468283443,2.3647910747030673e-31,0.39682584260186554,39.2,20.3,40.5,28.826290458333332,19.5,49.716359,5.90473,Hohenbrink,1.2,0.44,0.014647111584029818,7,4.745851477828155e-22,0.4024875216714325,0.013177760615383219,1.01,0.28392820806269126,0.012612578522112276
HB_KIT_167,HB_Karlsruher_Institut_fuer_Technologie_49.8093_5.8030,clay loam,0.07339879229629681,1.2842490835368858,5.073026465145689e-22,0.4189040417573156,26.0,41.2,32.8,426.37208012499997,4.5,49.809263,5.803026,Hohenbrink,4.1,0.52,0.012870019901708149,13,2.0287897571988453e-20,0.4242401292366962,0.056309106363409314,1.01,0.3039644301097514,0.01054386550523611
HB_KIT_168,HB_Karlsruher_Institut_fuer_Technologie_52.2964_10.4361,sandy loam,0.1643813014109509,1.47477264037561,0.006200000999999992,0.40462085956405397,57.6,29.7,12.7,3.160739916666667,,52.2964,10.4361,Hohenbrink,1.36,0.4,0.009011708628896465,12,2.614883352402631e-18,0.39182225430776757,0.264904390617015,5.1202736858771045,0.06970688423826528,0.004097344376618197
HB_KIT_169,HB_Karlsruher_Institut_fuer_Technologie_49.8223_5.8067,clay loam,0.44406854199013857,1.246543242766692,1.1928393378244123e-16,0.6002702892883531,25.3,39.8,34.9,20.407450791666665,4.5,49.822265,5.806696,Hohenbrink,4.61,0.63,0.01205289225535324,12,3.6667461636836055e-15,0.6170783072302107,0.4271510609369222,1.0100000000265057,0.25178529707798886,0.011909538018082004
HB_KIT_170,HB_Karlsruher_Institut_fuer_Technologie_49.8083_5.8061,silty clay loam,1.907672963372382,1.1657298548845367,9.003636407490444e-16,0.6620882684396119,5.1,59.8,35.1,500.94351441666663,4.5,49.808318,5.80611,Hohenbrink,5.87,0.74,0.024199558612565782,19,3.847380441616069e-16,0.6654676739971931,1.6921784574179535,1.0100000000063079,0.1689246796502476,0.02385323118651934
HB_KIT_171,HB_Karlsruher_Institut_fuer_Technologie_49.8223_5.8068,silty clay loam,0.4848651581335896,1.2077051260852798,1.8143161807803504e-19,0.575554716531922,19.580419580419584,42.557442557442556,37.86213786213786,74.09497541666667,16.5,49.822276,5.806843,Hohenbrink,3.39,0.62,0.01749994394805056,13,1.0916454115596635e-20,0.5843376738761756,0.4482038708779339,1.0100000000014093,0.21178060484707587,0.016852906595521598
