layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,lat,lon,source_db,oc,porosity,rmse,n_points,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m
HB_TUBS_032,HB_Technische_Universitaet_Braunschweig_52.3648_10.6789,sandy loam,0.05206416839433641,1.2495716470996459,4.863031812230624e-22,0.3895980743108107,61.5,23.2,15.3,0.08313591666666667,10.0,52.364789,10.678926,Hohenbrink,2.06,0.41,0.005632449294320275,8,3.086331725324042e-13,0.39595024315287036,0.04333435368856629,1.0100000000127713,0.26218034465028567,0.004396937887358497
HB_TUBS_033,HB_Technische_Universitaet_Braunschweig_52.2351_10.4270,silt loam,0.036736850745997765,1.3773996578461207,0.013546448169308742,0.3592838913346426,25.4,62.3,12.3,0.10466191666666667,,52.235054,10.42697,Hohenbrink,0.46,0.45,0.004463867167135327,13,0.001559877881866824,0.35365351832163283,0.053098230022642245,2.2805031850177673,0.13571842428556502,0.002982003414378167
HB_TUBS_034,HB_Technische_Universitaet_Braunschweig_52.2351_10.4270,silt loam,0.06780998723526781,1.356857357759915,0.01344383726874987,0.40598289920524494,25.4,62.3,12.3,0.9995137083333333,,52.235054,10.42697,Hohenbrink,0.46,0.43,0.007326863246656643,12,3.0610630437451577e-19,0.38839877221523245,0.095722662919775,4.62628385233147,0.06198627900966983,0.0019272692185774648
HB_TUBS_035,HB_Technische_Universitaet_Braunschweig_52.2351_10.4270,silt loam,0.06886683625705542,1.3144402279662173,0.0011309388550952656,0.40666265185280454,25.4,62.3,12.3,34.65682379166667,,52.235054,10.42697,Hohenbrink,0.46,0.47,0.002402849391496857,13,1.686348299393481e-19,0.4013842522044881,0.07716309234714377,1.6425106975407555,0.18346985695555248,0.0015381305531279525
HB_TUBS_036,HB_Technische_Universitaet_Braunschweig_52.2351_10.4270,silt loam,0.08424373234185488,1.3121185248982734,0.0034440566477197954,0.406629882637775,25.4,62.3,12.3,,,52.235054,10.42697,Hohenbrink,0.46,0.46,0.003513813502852569,15,1.7199365102937526e-12,0.40285669446587047,0.10745392350432355,1.8462145101842986,0.15558038567264854,0.0018212565072872713
HB_TUBS_037,HB_Technische_Universitaet_Braunschweig_52.2351_10.4270,silt loam,0.04319003592659826,1.3258219684987433,0.0034695120684588507,0.3595492877959355,25.4,62.3,12.3,0.165878,,52.235054,10.42697,Hohenbrink,0.46,0.42,0.006412884781901857,10,4.263320642203787e-27,0.33423380724713586,0.05051282838975118,6.701296261121347,0.04340477225241128,0.003025827012143488
HB_TUBS_038,HB_Technische_Universitaet_Braunschweig_52.2351_10.4270,silt loam,0.05748806544924015,1.3717575128147443,0.016296177757630297,0.3862070403406007,25.4,62.3,12.3,0.29497741666666666,,52.235054,10.42697,Hohenbrink,0.46,0.43,0.004589820507417738,20,8.377248244784735e-11,0.38357545584866637,0.09072179075079279,2.4484562350506316,0.11885925458864104,0.001812882031989075
HB_TUBS_039,HB_Technische_Universitaet_Braunschweig_52.2351_10.4270,silt loam,0.0801341658628838,1.311508266774441,0.0033598499979874898,0.3937531520798194,25.4,62.3,12.3,5.009435125,,52.235054,10.42697,Hohenbrink,0.46,0.5,0.006968043123745065,17,0.014095428644940075,0.39689171476580315,0.05742802643969341,1.066191468003396,0.34649754239916164,0.006644637843565679
HB_TUBS_040,HB_Technische_Universitaet_Braunschweig_52.2351_10.4270,silt loam,0.0803403297973609,1.3030109416982414,0.0006403118021397263,0.3966590070689431,25.4,62.3,12.3,0.37135454166666665,,52.235054,10.42697,Hohenbrink,0.46,0.45,0.0021844711404235603,14,7.143981968631526e-13,0.3942837092536932,0.08583771354599175,1.4545880131078472,0.20319088589333084,0.0019104513845082704
HB_TUBS_041,HB_Technische_Universitaet_Braunschweig_52.2351_10.4270,silt loam,0.06788718930667595,1.3216509174544355,0.005631114547626979,0.38564725165306857,25.4,62.3,12.3,3.3867938333333334,,52.235054,10.42697,Hohenbrink,0.46,0.42,0.0034841599571781346,16,2.1622336652854716e-22,0.38319942909393906,0.08478389857749091,1.7173789646416926,0.16975248656526784,0.002611638808254798
HB_TUBS_042,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.06292896186007343,1.4049013841810536,0.010949590133704301,0.4385667280944607,23.4,67.1,9.5,,10.0,52.152299,8.071206,Hohenbrink,1.44,0.44,0.003692908854976424,14,0.005153332585331369,0.43530718728990614,0.07875677562569933,1.7638616769890105,0.20348543857423826,0.00288795219309779
HB_TUBS_043,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.05220367683271596,1.4410168048963923,0.02320000099999999,0.417909378227304,23.4,67.1,9.5,,10.0,52.152299,8.071206,Hohenbrink,1.44,0.43,0.005594838206289757,19,0.010097691195985666,0.41490582134843645,0.08148428572636965,2.4989281504998297,0.13767914441227336,0.003178111367369255
HB_TUBS_044,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.08858173590631206,1.3539027841452547,0.006176572424569809,0.4305693474613109,24.0,68.7,7.3,,30.0,52.152299,8.071206,Hohenbrink,0.82,0.43,0.00464583741703295,13,0.0011799869661424955,0.427519230077393,0.10515037511008843,1.6209416437931372,0.19943199069123274,0.004266256127163475
HB_TUBS_045,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.06794918572220675,1.384942081088119,0.0161325029665687,0.4218240505727241,24.0,68.7,7.3,,30.0,52.152299,8.071206,Hohenbrink,0.82,0.42,0.0055831947932162215,13,0.006505895155235663,0.4163120711199179,0.0877462429765373,1.9238440086102626,0.17235615151460415,0.0046927533059686185
HB_TUBS_046,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,sandy loam,0.10564891092485963,1.4079325329177745,0.016217116632509628,0.4672530073490608,61.7,23.2,15.1,,10.0,52.152299,8.071206,Hohenbrink,0.98,0.47,0.003100969609254805,15,0.015147019894141805,0.46620194865988734,0.11122704624856565,1.476952761877403,0.2691243194004265,0.003058193863576367
HB_TUBS_047,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,sandy loam,0.1200373050859969,1.366047650921693,0.010612860892501302,0.4720367400372319,61.7,23.2,15.1,,10.0,52.152299,8.071206,Hohenbrink,0.98,0.48,0.0038114130897629705,16,0.005509415613823322,0.47070917606704094,0.1413746567084022,1.5602838195820568,0.21569353234432795,0.0034732187508924378
HB_TUBS_048,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.05988458559266949,1.3608848855827043,0.012747979851346377,0.4153294150453643,22.0,69.1,8.9,,30.0,52.152299,8.071206,Hohenbrink,0.97,0.42,0.00842511812549744,14,5.261820409495722e-17,0.40757463398305305,0.09250744875990037,3.362140023123448,0.08546969609577847,0.004840316136880402
HB_TUBS_049,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.05633358510166634,1.3832684397413635,0.023082815929712265,0.4050203959633799,22.0,69.1,8.9,,30.0,52.152299,8.071206,Hohenbrink,0.97,0.41,0.006999452602352623,13,0.007613828309379945,0.3972430560824874,0.0810783548468367,2.6196858619275134,0.11741933658195429,0.0048412081633311356
HB_TUBS_050,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.07228067701190301,1.4438702624579098,0.02670000099999992,0.4295802285098681,24.175824175824204,65.93406593406591,9.890109890109892,,10.0,52.152299,8.071206,Hohenbrink,0.95,0.43,0.007991823851655396,19,0.017208819916926348,0.42497174943698707,0.11796233640814272,3.3958218248609966,0.10216052610788978,0.004019414672196713
HB_TUBS_051,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.08802010859738868,1.4511693108523855,0.020621390066757155,0.4444257993736294,24.175824175824204,65.93406593406591,9.890109890109892,,10.0,52.152299,8.071206,Hohenbrink,0.95,0.44,0.007418805563184759,17,0.008156842924599936,0.4385550589664979,0.14700567098797745,3.336873077956814,0.10223433691898563,0.003065152679585479
HB_TUBS_052,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.10996198784582785,1.3526570914009404,0.00942569713558947,0.42499151902973475,24.5,66.9,8.6,,30.0,52.152299,8.071206,Hohenbrink,0.92,0.44,0.0076286240088098405,16,0.002934967130513651,0.42199711386075467,0.14039838491221796,1.7873645008678416,0.1745501075447839,0.007118506947766993
HB_TUBS_053,HB_Technische_Universitaet_Braunschweig_52.1523_8.0712,silt loam,0.1280341418417396,1.3603143179099852,0.017599124935620415,0.4411005297538642,24.5,66.9,8.6,,30.0,52.152299,8.071206,Hohenbrink,0.92,0.45,0.007998074498893986,14,0.015313269413053434,0.43934345885682263,0.1368773525035209,1.4649831656113035,0.23707013010465317,0.007961269593288672
HB_TUBS_054,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.09560158886495077,1.4736681901149555,0.011500000999999998,0.33765398025230187,70.9,22.3,6.8,1.8611816250000002,,52.272893,10.565801,Hohenbrink,,0.38,0.007773877948595975,19,0.0039184236163880065,0.33249425394042553,0.16120930996437272,10.999999999993666,0.03287687212332843,0.003122607239985032
HB_TUBS_055,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.14166558022003017,1.4731333557342248,0.011500000999999982,0.3795130645049486,70.9,22.3,6.8,,,52.272893,10.565801,Hohenbrink,,0.44,0.008999175824947326,16,0.007152918954730536,0.37007864529840956,0.21851947430877314,5.3880409362139705,0.07056399784980534,0.0038345467957345237
HB_TUBS_056,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.10373477002869215,1.506814222588354,0.011500000999999998,0.35338041565031875,70.9,22.3,6.8,1.5128252083333333,,52.272893,10.565801,Hohenbrink,,0.42,0.008343758128925013,17,0.008858035488914225,0.34672065376742905,0.16588939654296778,5.3317203317241795,0.07580998187202395,0.003376096599314619
HB_TUBS_057,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.14349799083616463,1.524677995986627,0.011500000999999998,0.37123633224908653,70.9,22.3,6.8,1.07099825,,52.272893,10.565801,Hohenbrink,,0.48,0.007988128375465933,15,0.01150000099999999,0.3627228148519764,0.22047243985168413,4.096508197341064,0.10370516935942009,0.003968643001750781
HB_TUBS_058,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.12602627396429064,1.5194561540469385,0.011500000999999978,0.36795275352544077,70.9,22.3,6.8,1.379713,,52.272893,10.565801,Hohenbrink,,0.42,0.009293360444137517,17,0.00861042223431897,0.3618657831243645,0.2156209377817665,6.6083653527967074,0.05974228863373308,0.004282235239750039
HB_TUBS_059,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.07913668868915671,1.552302976709621,0.011500000999999998,0.3322581339286663,70.9,22.3,6.8,1.5841225,,52.272893,10.565801,Hohenbrink,,0.39,0.008671560842832571,17,0.009460890258759333,0.327293377252819,0.1374771001036775,10.999999999996426,0.037599400181345784,0.0040232692302820845
HB_TUBS_060,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.07970243818541259,1.4841130101258027,0.011500000999986973,0.31481024063558644,70.9,22.3,6.8,7.240836791666666,,52.272893,10.565801,Hohenbrink,,0.37,0.006729374207910187,15,0.005262464148516816,0.307102491010808,0.12763245768970807,6.356074354590877,0.05918361555435431,0.003504051460937587
HB_TUBS_061,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.10453453700073378,1.544351730982724,0.011500000999999989,0.3495258829272977,70.9,22.3,6.8,15.128252291666668,,52.272893,10.565801,Hohenbrink,,0.4,0.007778331360495826,22,0.009999117959175331,0.346337296787638,0.18356216366287662,5.554142467234933,0.07392874828911446,0.0036873580696850077
HB_TUBS_062,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.19568737560685864,1.3352103384688736,0.002954442603015194,0.3651782807457338,64.8,29.0,6.2,1.3483069166666668,15.0,52.272893,10.565801,Hohenbrink,0.71,0.4,0.0076205619366999985,19,5e-324,0.3587966495834191,0.29859453506797495,10.999999999998055,0.026128516594119924,0.0049647109995060975
HB_TUBS_063,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.14617807849513464,1.3500613038259601,0.0014904655399164935,0.3446099680782606,64.8,29.0,6.2,0.5009435,15.0,52.272893,10.565801,Hohenbrink,0.71,0.38,0.006824330447345202,15,6.418469448543805e-83,0.33744523024452233,0.21405242405091077,3.5235080250891464,0.08629034267224762,0.00531743999772046
HB_TUBS_064,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.1411131726464922,1.385014580539608,0.008516844679207703,0.3428150972579415,64.8,29.0,6.2,0.45686591666666665,15.0,52.272893,10.565801,Hohenbrink,0.71,0.37,0.005332268891715929,18,1.87640120409656e-35,0.33751873064325527,0.21617866604113237,3.125473113861127,0.10067778879636319,0.003174217332861848
HB_TUBS_065,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.09970163223512754,1.3888759286174397,0.006587878045692554,0.3204842784365255,64.8,29.0,6.2,0.12583133333333332,15.0,52.272893,10.565801,Hohenbrink,0.71,0.35,0.005116249418676588,16,2.9162634617342334e-31,0.31699885283354384,0.14954483119662315,2.4659735720129783,0.13006554669069095,0.003940587738210416
HB_TUBS_066,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.1314437607429122,1.447144484047473,0.02456237319864776,0.3250171587953489,60.5,32.8,6.7,28.826290458333332,40.0,52.272893,10.565801,Hohenbrink,0.34,0.37,0.005764599788480743,16,0.012555359025117816,0.32223879663790966,0.18166576064743042,2.0396360852524626,0.17712680109666593,0.005192324711890428
HB_TUBS_067,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.1007725883844089,1.442191826621203,0.024725963974889895,0.31676853377147773,60.5,32.8,6.7,0.12583133333333332,40.0,52.272893,10.565801,Hohenbrink,0.34,0.34,0.008230531979324223,15,0.006681081215055219,0.31088231418801127,0.15510684068233285,3.216383912246396,0.10189761704180539,0.006600883967306425
HB_TUBS_068,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.11668210830649314,1.4304585925429876,0.021906018998694935,0.3218382073410376,60.5,32.8,6.7,46.750768916666665,40.0,52.272893,10.565801,Hohenbrink,0.34,0.36,0.007014467744828174,15,0.0036063993219588495,0.317515848908542,0.18156943217053306,2.7595699517074292,0.11589895554448473,0.005460608825208369
HB_TUBS_069,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.10663308039337868,1.4784226481507556,0.02340000099998885,0.32714173197578056,60.5,32.8,6.7,173.69557645833333,40.0,52.272893,10.565801,Hohenbrink,0.34,0.35,0.006734775813910685,16,0.012734532619191288,0.32231774242111083,0.16395705514625936,3.089761181996788,0.11927488654442985,0.0047825288387966305
HB_TUBS_070,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.1504839723870531,1.3935920791524092,0.011700000999999998,0.3399579672485477,59.7,32.6,7.7,165.87798775000002,70.0,52.272893,10.565801,Hohenbrink,0.22,0.4,0.008834739198547284,17,0.011700000999999998,0.3346311171719013,0.1849834540738743,2.2138386729539716,0.16545786486293593,0.007848276244949604
HB_TUBS_071,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.11070693200720641,1.4757129286462582,0.027633185284703588,0.3339586758575958,59.7,32.6,7.7,3.160739916666667,70.0,52.272893,10.565801,Hohenbrink,0.22,0.37,0.005296404308597342,16,0.019225167831553317,0.33194394450639275,0.14300477721471008,1.8637834577767245,0.21605317049499292,0.004947321527520408
HB_TUBS_072,HB_Technische_Universitaet_Braunschweig_52.2729_10.5658,sandy loam,0.18562651103774058,1.4011253423881094,0.019934818264294617,0.35711797360192366,59.7,32.6,7.7,31.607398958333334,70.0,52.272893,10.565801,Hohenbrink,0.22,0.39,0.006254495152157222,13,0.0065636122846402965,0.34814555741580605,0.24294248214192682,2.1759203105892047,0.15103837860126282,0.005568706594748628
HB_TUBS_073,HB_Technische_Universitaet_Braunschweig_52.3005_10.4405,sandy loam,0.23818016943517123,1.41081131308452,0.017853186660309897,0.3699508085144304,68.8,24.8,6.4,7.582086916666667,10.0,52.300536,10.440477,Hohenbrink,0.97,0.38,0.0033687469717742073,16,0.014729871306808542,0.36969417126187076,0.25082190885747063,1.4563010665567118,0.2719276275867619,0.003360200102668447
HB_TUBS_074,HB_Technische_Universitaet_Braunschweig_52.3005_10.4405,sandy loam,0.4052863574040844,1.311746175143726,7.854508858693734e-09,0.4166737495879693,68.8,24.8,6.4,8.908175375,10.0,52.300536,10.440477,Hohenbrink,0.97,0.43,0.004407341689455803,16,8.294751092893337e-20,0.4139633514902586,0.511172325218493,1.7372790194399013,0.16560355504246496,0.0037049630077566377
HB_TUBS_075,HB_Technische_Universitaet_Braunschweig_52.3005_10.4405,sandy loam,0.37726279996941475,1.3997693517950744,0.03174159105582165,0.40332764009403205,68.8,24.8,6.4,8.313592958333333,10.0,52.300536,10.440477,Hohenbrink,0.97,0.41,0.00647564420537519,14,2.52931694571242e-38,0.39647452683679396,0.6431977283192659,3.903687495993375,0.07186069904430911,0.0033151696582359377
HB_TUBS_076,HB_Technische_Universitaet_Braunschweig_52.3005_10.4405,sandy loam,0.32195445136704093,1.3427053759943395,1.6788841685889652e-10,0.3436890763860879,67.8,26.3,5.9,25.106649416666666,30.0,52.300536,10.440477,Hohenbrink,0.73,0.38,0.0016272009706847215,15,8.149596740597809e-07,0.34494512215661943,0.26378521619101714,1.181875270072793,0.31341864314369966,0.001235606467886044
HB_TUBS_077,HB_Technische_Universitaet_Braunschweig_52.3005_10.4405,sandy loam,0.11135834741572165,1.5890957509893413,0.04946195660939161,0.318314185725447,67.8,26.3,5.9,25.106649416666666,30.0,52.300536,10.440477,Hohenbrink,0.73,0.34,0.0029580997253092537,14,0.08143774837189406,0.3192976995690098,0.06599006154694069,1.354065088579247,0.7455830988585967,0.002819760839792925
HB_TUBS_078,HB_Technische_Universitaet_Braunschweig_52.3005_10.4405,sandy loam,0.1871738409967448,1.3705582940826735,2.173004350984424e-13,0.3319418682398957,67.8,26.3,5.9,1.5480634583333333,30.0,52.300536,10.440477,Hohenbrink,0.73,0.34,0.0031485982307172303,13,0.0728862401571666,0.3350595214398231,0.057576784062803185,1.0100000000002087,0.9799866238307913,0.002098586841606893
HB_TUBS_079,HB_Technische_Universitaet_Braunschweig_52.3005_10.4405,loamy sand,2.538685563276606,1.9064050981813905,0.06879286049108754,0.9999999999999991,86.0,8.3,5.7,61.62951616666667,60.0,52.300536,10.440477,Hohenbrink,0.13,0.35,0.008637413079819736,7,0.06841711978051118,0.9999994909695286,2.6537906499863864,6.169514257094088,0.1445930299245248,0.00846236517631805
HB_TUBS_080,HB_Technische_Universitaet_Braunschweig_52.3005_10.4405,loamy sand,0.44860311863477986,2.555169506675883,0.027300000999999997,0.28943219344837645,86.0,8.3,5.7,61.62951616666667,60.0,52.300536,10.440477,Hohenbrink,0.13,0.31,0.009008936475942553,15,0.027300000999999997,0.28623556991051397,0.6936761502437667,10.99999999999596,0.09678127299205412,0.004231099730284457
HB_TUBS_081,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.12366641865311971,1.5406336913014855,0.040961877481052004,0.3500263138855393,72.47247247247249,19.019019019018998,8.508508508508509,61.62951616666667,10.0,52.300741,10.440624,Hohenbrink,1.95,0.39,0.0017524285336736642,10,0.02691644122567073,0.3467401264548251,0.1593196343921204,1.9112406262139605,0.22938145790257206,0.0012559331736842296
HB_TUBS_082,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.10539200103873117,1.6252304735256682,0.054611163207906016,0.34888631850675517,72.47247247247249,19.019019019018998,8.508508508508509,0.8313592916666667,10.0,52.300741,10.440624,Hohenbrink,1.95,0.38,0.0028303104099252933,10,0.03949712656141574,0.3451004491446995,0.14345607579117114,2.162620585774378,0.22292173607160642,0.002253092744359674
HB_TUBS_083,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.19801005657711024,1.5213939488459152,3.7941895550939554e-23,0.3222301686389193,72.47247247247249,19.019019019018998,8.508508508508509,0.8313592916666667,10.0,52.300741,10.440624,Hohenbrink,1.95,0.38,0.008980213587807028,14,1.031373416023477e-17,0.3285066444131562,0.08515460712250601,1.01,0.743440153821214,0.004811415211669673
HB_TUBS_084,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.26218839363685265,1.4249564585819665,0.026870772487568178,0.38258570109758727,68.7,25.1,6.2,63.065052,20.0,52.300741,10.440624,Hohenbrink,1.79,0.39,0.0032147857347601667,16,0.04513534942218599,0.38438219434740856,0.17351728329038765,1.17989107847317,0.4724879592455565,0.002773710620498453
HB_TUBS_085,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.2322428194540181,1.435689352074486,1.3048774163024012e-22,0.35348581857710704,68.7,25.1,6.2,63.065052,20.0,52.300741,10.440624,Hohenbrink,1.79,0.37,0.0037123458961844684,14,0.004064343712554839,0.36014375215573263,0.1452992405331001,1.0523111449376903,0.5058028496174745,0.002067727116039558
HB_TUBS_086,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.20168729709714564,1.461317825832723,0.03781918021909694,0.3403398965112897,68.7,25.1,6.2,38.885595875,20.0,52.300741,10.440624,Hohenbrink,1.79,0.38,0.002339678750749206,16,0.04994129260619176,0.34147235405145454,0.152130794632117,1.2745231034517344,0.4416011696258486,0.0020821306643693744
HB_TUBS_087,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.1422756004306201,1.5650911814135884,0.16081525984926995,0.4302689674944517,69.9,23.9,6.2,38.885595875,30.0,52.300741,10.440624,Hohenbrink,1.51,0.43,0.0014760294595726365,10,0.1494631470693552,0.4271520004339527,0.1825145295115097,1.954975528314487,0.23574674895154737,0.001007701184389441
HB_TUBS_088,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.14530022351334793,1.6369147441819074,0.054774991615232686,0.33978539482642994,69.9,23.9,6.2,0.8705400416666667,30.0,52.300741,10.440624,Hohenbrink,1.51,0.35,0.0036575795797277122,14,0.04883753638482227,0.3388114181851359,0.17246706246570023,1.8684047411797806,0.2999682363811129,0.003546383173888624
HB_TUBS_089,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.1294749429183316,1.5577922532808348,0.09439391445664885,0.37267723778563516,69.9,23.9,6.2,0.8705400416666667,30.0,52.300741,10.440624,Hohenbrink,1.51,0.38,0.00303176053316657,14,0.1129590659071919,0.3753488103517045,0.056368515018738935,1.1497174910383063,0.8545519160234951,0.0020810991681159655
HB_TUBS_090,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.461249199812504,1.6015706208637481,0.11813624476023742,0.35566662936294724,73.2,22.3,4.5,10.959449958333332,60.0,52.300741,10.440624,Hohenbrink,0.18,0.36,0.00871659009895194,15,0.10256300115205971,0.3504824056553063,0.7781587896012787,10.999999999994127,0.037932456592364265,0.0048461978286492135
HB_TUBS_091,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.5716851383651321,2.074956213349619,0.018450000999999997,0.27655940102252907,73.2,22.3,4.5,10.959449958333332,60.0,52.300741,10.440624,Hohenbrink,0.18,0.29,0.010345552367970724,12,0.009046619902481437,0.27034251418936284,0.8784708834010811,10.999999999992783,0.06815259833337622,0.0067242912443847384
HB_TUBS_092,HB_Technische_Universitaet_Braunschweig_52.3007_10.4406,sandy loam,0.5855750847681311,1.5414063716613184,0.0377510143393574,0.303281856173323,73.2,22.3,4.5,20.882801416666666,60.0,52.300741,10.440624,Hohenbrink,0.18,0.32,0.007057989583965993,15,0.010474140457924422,0.297297935580522,1.0512354316837749,7.117574481536425,0.048666386138367865,0.0031034641877239334
HB_TUBS_093,HB_Technische_Universitaet_Braunschweig_52.3008_10.4397,sandy loam,0.2684342927943752,1.626370068937443,0.09968417013486024,0.3371063280708898,70.3,23.0,6.7,20.882801416666666,10.0,52.300759,10.439675,Hohenbrink,1.03,0.35,0.0035436527695562985,9,0.07417072010175776,0.31895888693016156,0.3593979687053017,3.9080103781526856,0.10730575269238547,0.002574085960707733
HB_TUBS_094,HB_Technische_Universitaet_Braunschweig_52.3008_10.4397,sandy loam,0.2769994645079673,1.4442862545741133,0.06396234393652533,0.3116883727503894,70.3,23.0,6.7,5.367706458333333,10.0,52.300759,10.439675,Hohenbrink,1.03,0.36,0.0030861565526402947,13,0.11315293627027304,0.313492703490446,0.10439552132337418,1.136875912502234,0.9799995999508775,0.002552501913425555
HB_TUBS_095,HB_Technische_Universitaet_Braunschweig_52.3008_10.4397,sandy loam,0.2954525544582672,1.5150105844961952,0.036718275129883925,0.28467500564890713,70.3,23.0,6.7,5.367706458333333,10.0,52.300759,10.439675,Hohenbrink,1.03,0.35,0.0021559372795898805,8,9.569320660655427e-08,0.2744261934764734,0.4030606455215946,2.3912249663081773,0.14273584933120054,0.001842473378827093
HB_TUBS_096,HB_Technische_Universitaet_Braunschweig_52.3008_10.4397,sandy loam,0.2190506691211741,1.296576097066504,1.1961780285489815e-08,0.2841766824094312,47.2,48.4,4.4,3.3097009583333334,30.0,52.300759,10.439675,Hohenbrink,0.62,0.33,0.0007628944982225451,14,3.753706704438359e-07,0.28412658666797996,0.22147410278869364,1.306187256846603,0.226048169805791,0.0007617867241595938
HB_TUBS_097,HB_Technische_Universitaet_Braunschweig_52.3008_10.4397,sandy loam,0.20281705848457635,1.3235421200771036,0.009349933981442283,0.29399145577179797,47.2,48.4,4.4,3.3097009583333334,30.0,52.300759,10.439675,Hohenbrink,0.62,0.31,0.0011457722005034287,13,4.6241995946052005e-08,0.293725948316812,0.21971340235144873,1.375689964688873,0.21701182743184064,0.0011198127496898273
HB_TUBS_098,HB_Technische_Universitaet_Braunschweig_52.3008_10.4397,sandy loam,0.44053615107932187,1.5083346344054882,0.07462599736344759,0.3141951442712481,47.2,48.4,4.4,10.466193458333334,30.0,52.300759,10.439675,Hohenbrink,0.62,0.35,0.002406583609585098,13,0.07666176735808196,0.3143281885036235,0.4254420344631985,1.482906680722146,0.35393634742015984,0.0024051866273140507
HB_TUBS_099,HB_Technische_Universitaet_Braunschweig_52.3008_10.4397,sandy loam,0.27716052152220555,2.317498093806126,0.026800000999999987,0.31642955389601096,73.7,20.7,5.6,14.1185065,60.0,52.300759,10.439675,Hohenbrink,0.2,0.32,0.01311248269795285,13,0.026800000999999997,0.31193670339264823,0.4162180597289023,10.999999999973804,0.08972138930079832,0.007556996350100015
HB_TUBS_100,HB_Technische_Universitaet_Braunschweig_52.3008_10.4397,sandy loam,0.2378135945322814,3.2458343579244344,0.07760000099999999,0.33188877241733045,73.7,20.7,5.6,14.1185065,60.0,52.300759,10.439675,Hohenbrink,0.2,0.34,0.009817996596076472,12,0.07760000099999999,0.3301086266528632,0.3535607826963902,10.999999999999998,0.13182877206108137,0.004407513061139686
HB_TUBS_101,HB_Technische_Universitaet_Braunschweig_52.3008_10.4397,sandy loam,0.35054726459691216,1.9707518482529953,0.13203586461437947,0.34057047877692004,73.7,20.7,5.6,14.1185065,60.0,52.300759,10.439675,Hohenbrink,0.2,0.35,0.005250215934147974,14,0.11014133589190167,0.3379729074184753,0.584452682185431,4.3364736572160325,0.1313133442102088,0.0035847569812061403
HB_TUBS_102,HB_Technische_Universitaet_Braunschweig_52.3289_10.5827,clay,0.007975900023938332,1.269810821261161,3.7903523052633233e-47,0.5221625115624509,7.507507507507516,33.63363363363363,58.85885885885885,14.1185065,30.0,52.328861,10.582666,Hohenbrink,1.16,0.55,0.021644618991627864,11,8.173467598425272e-30,0.5264489187616086,0.005817193810989917,1.01,0.29210685016804955,0.018585975575633087
