layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,lat,lon,source_db,oc,om,porosity,bd,rmse,n_points,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m,sample_type,sample_type_source
TG_44_2,TG_44,silt loam,0.17934330797405498,1.2242804856599423,0.051251333658130956,0.3592952767152576,41.04589541045896,52.54474552544746,6.409359064093591,2.58757158,40.0,35.082778,109.923889,Tong_YellowRiver,,,,1.595269634,0.0016899676832180428,11,2.6322978204025875e-17,0.3574582458995409,0.254418988342759,1.6050571596578314,0.10023027566979614,0.0010636380413895567,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_44_5,TG_44,silt loam,0.17066033974595993,1.4096138714227626,0.11839700504513806,0.40242207982691197,26.014797040591883,68.53629274145172,5.448910217956409,6.642702,100.0,35.082778,109.923889,Tong_YellowRiver,,,,1.493429072,0.0016567266962273835,11,0.10347003996113809,0.4006002555067401,0.22211940803662822,1.7347088599938014,0.1940871789781756,0.0011219641554721285,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_44_10,TG_44,silt loam,0.10495757605986979,1.6803855708353597,0.10642842015388616,0.4916890722321418,12.17,79.95,7.88,6.87189888,200.0,35.082778,109.923889,Tong_YellowRiver,,,,1.263241499,0.0009759818155198275,11,0.10387483070945079,0.49098603312417743,0.11247347499340822,1.7678362550466138,0.3662694233996195,0.0008204191745584944,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_44_15,TG_44,silt loam,0.10851472665391042,1.530057929260881,0.12006774690493101,0.5114787550205397,15.741574157415743,77.00770077007701,7.250725072507251,5.03534232,300.0,35.082778,109.923889,Tong_YellowRiver,,,,1.299048454,0.0011037384558757939,11,0.11447198454612534,0.5105396797906806,0.12011443777663154,1.641214577996446,0.30004176348283157,0.0008848875141067859,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_44_20,TG_44,silt loam,0.14734690537320275,1.5694144537459271,0.11322434274839632,0.5260645282774542,13.62136213621362,79.36793679367936,7.01070107010701,5.520062340000001,400.0,35.082778,109.923889,Tong_YellowRiver,,,,1.21859906,0.000743272375627506,11,0.11033880010419639,0.5253098721471762,0.15712907390548833,1.6449213613381284,0.33126388373134114,0.0005551026140994166,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_44_25,TG_44,silt loam,0.1291375260239787,1.3619857401053814,0.04956781043359224,0.5022781721195668,16.96169616961696,73.94739473947394,9.09090909090909,4.45954386,500.0,35.082778,109.923889,Tong_YellowRiver,,,,1.299280967,0.0012128671717002387,11,0.03347873988770811,0.5009539718424721,0.1499406322403608,1.5003520150444483,0.21473180334971675,0.0008688505262551475,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_45_0,TG_45,sandy loam,0.33971536266853586,1.6888916886543641,0.07452510725880211,0.4386928915045708,50.2950295029503,46.034603460346034,3.6703670367036705,6.17707476,5.0,40.313853,111.718836,Tong_YellowRiver,,,,1.444833917,0.005170491979275655,11,0.06262310747083442,0.4332122011850526,0.5067324470099922,2.7968381927497115,0.18756405548727395,0.002796844542424556,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_45_1,TG_45,sandy loam,0.21727699832802155,1.519184823547573,0.08186149811681523,0.37267476429549296,47.63,47.82,4.55,5.43275664,20.0,40.313853,111.718836,Tong_YellowRiver,,,,1.674556465,0.002204041362757486,11,0.0716319742526135,0.3702322178346768,0.28517702571325293,1.9437259698929314,0.22141135172325227,0.0014254456041171214,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_45_2,TG_45,sandy loam,0.3021195439136576,1.568153550273021,0.07258516538167913,0.391131956555496,54.78,41.61,3.61,10.94494566,40.0,40.313853,111.718836,Tong_YellowRiver,,,,1.568065648,0.0038371337671629082,11,0.05900297285778241,0.38689236535124083,0.44331007327058164,2.423030488048906,0.18072717060735477,0.0021393976428167663,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_45_5,TG_45,sandy loam,0.36353399589856444,1.5765778635109329,0.08221388559626357,0.3666988638295382,60.28794241151769,36.12277544491102,3.5892821435712854,12.03425268,100.0,40.313853,111.718836,Tong_YellowRiver,,,,1.570390775,0.004534699255854563,11,0.06610920360805936,0.3615951095221647,0.5981214392194659,3.2722055859115913,0.1252612151143948,0.0021057278210061224,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
