layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,rmse,n_points,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m,sample_type,sample_type_source
sDB_P_10_4,sDB_P_10,sand,0.2160731078134139,1.871163128540412,0.0153075807677056,0.3302477824147629,90.5,7.5,2.0,5.254166666666666,60.0,0.0088700661761985,18,0.0155000009999997,0.3305917602490698,0.2089474346671648,1.81622173356288,0.489498975218464,0.0088654194943407,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_10_5,sDB_P_10,sand,0.1560875195794174,2.543454547934315,0.0213000009999999,0.3352278667399462,88.6,9.4,2.0,4.895833333333333,60.0,0.017030746233325,18,0.0213000009999999,0.337183065912755,0.1160853193374329,2.0759588420033195,0.98,0.016392345897628,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_11_1,sDB_P_11,sand,0.1794696075076763,2.1842221596117466,0.0235000009999999,0.3087968307887198,95.5,1.0,3.5,1.288333333333333,15.0,0.0079214604901132,18,0.0235000009999999,0.3062463550134184,0.2554753273133209,3.4910878920365596,0.2612634961925767,0.0066960052197702,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_11_2,sDB_P_11,sand,0.1710331328041948,1.30710795930933,5.868137188009111e-15,0.4020495589464876,87.69999999999999,9.800000000000002,2.5000000000000004,,15.0,0.0274593322881387,36,0.0281673975846641,0.4043436376446492,0.0906409136754304,1.0100000000000005,0.4324549488452395,0.027015596782847,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_11_3,sDB_P_11,sand,0.1331436020567138,1.381026998435603,0.0153084860632909,0.3886818075793504,87.8,9.7,2.5,0.1116666666666666,15.0,0.015930889275366,18,0.0444486837051267,0.3915527141028995,0.0577264340083732,1.0100000000003242,0.6113440348081276,0.0158104568917233,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_11_4,sDB_P_11,sand,0.1790743025203493,1.3275803586639925,1.951240644464812e-15,0.3946667592998869,88.0,8.0,4.0,0.1370833333333333,15.0,0.0236263084529249,36,0.0190543766197131,0.3982911538712855,0.1035084790838399,1.01,0.4292530629362262,0.0229796233023362,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_11_5,sDB_P_11,loamy sand,0.173178117903128,1.608764476044154,0.022763479837291,0.312051099866392,85.5,9.0,5.5,0.5429166666666666,60.0,0.0139593761167424,18,0.0198424161483966,0.3109039442653587,0.1972883354288114,1.8196151572376036,0.3080036340560296,0.0139267845277063,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_11_6,sDB_P_11,sand,0.236998282786839,1.4294869005035025,2.1701083370328677e-21,0.3488976567084142,92.3,4.7,3.0,,60.0,0.0172781733680037,18,1.57493055538438e-43,0.3485153839481226,0.2430323710334289,1.4710164774997907,0.289405984182455,0.0172772773251231,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_12_4,sDB_P_12,loam,0.1027991102591595,1.507699607921114,0.0696399903085776,0.3911859876036878,40.0,47.5,12.5,1.73375,60.0,0.0092434421500899,18,0.0784972256858522,0.393788135820269,0.0718031159952168,1.2150386933114867,0.5136638312127009,0.0090947918959478,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_12_5,sDB_P_12,silt loam,0.1226493397359205,1.381150046155798,0.0406084574524568,0.395015941714247,28.8,60.2,11.0,2.99,60.0,0.0101315320972049,18,0.0669762239356991,0.399189390714976,0.0602273756353515,1.0100000030851446,0.5755361473474346,0.0093863333380395,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_13_0,sDB_P_13,silt loam,0.0458409438596653,1.5011348901351789,0.0436120640127585,0.4001841976726497,36.2,53.3,10.5,,15.0,0.0106056224604829,18,0.0769893474512281,0.4023931263544043,0.0151258684303647,1.0875616810087023,0.979999999999976,0.0089241839804708,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_13_1,sDB_P_13,silt loam,0.0488124115305506,1.5371849344715462,0.0570166541175655,0.3948062048608652,33.4,56.1,10.5,,15.0,0.008843938307034,18,0.083648813885622,0.3971551230424431,0.017027206307609,1.1047411437135215,0.979999999999994,0.0079756224496117,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_13_2,sDB_P_13,silt loam,0.0517183189062179,1.3443152651569197,0.0081664727198575,0.4140159489723433,28.2,60.8,11.0,2.183333333333333,60.0,0.0126868604350006,18,0.0852370184583169,0.4152109484711563,0.0128084175713902,1.010000000000001,0.9799999999995608,0.0101035182445536,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_13_3,sDB_P_13,silt loam,0.0809884148415747,1.262335167217095,2.2241811336754595e-19,0.4091816656701963,26.8,63.7,9.5,6.866666666666667,60.0,0.0241412645397722,18,0.0613658771731977,0.4104292177106676,0.0376644804846462,1.01,0.4528148191228936,0.0236230624455821,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_14_0,sDB_P_14,silt loam,0.0506496926225874,1.2950726412890918,2.237628605528466e-15,0.4097813430939779,13.0,72.5,14.5,12.670833333333334,15.0,0.0149111607675701,18,0.0907447455896723,0.4094060689571466,0.0120912725543762,1.01,0.8815615287503126,0.0131764495394382,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_14_1,sDB_P_14,silt loam,0.0961512529387512,1.2367684629163174,5.00058671323325e-21,0.3933709321770224,6.9,75.1,18.0,3.36875,60.0,0.0135273755518171,18,2.8995723008297652e-18,0.3960781926274463,0.0746135991737896,1.01,0.2531165998393999,0.0125451439610591,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_14_2,sDB_P_14,silt loam,0.0670228424244206,1.266848825079883,8.866475974503706e-17,0.4223163368315249,13.9,70.6,15.5,13.854166666666666,15.0,0.0155540789658524,18,2.1913471928462544e-19,0.4250774093414335,0.0471506816270352,1.0100000000000005,0.2952705602007942,0.0143989389108167,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_14_3,sDB_P_14,silt loam,0.0743125562358992,1.2214250268140512,6.875475563391058e-17,0.388293273097187,9.8,74.2,16.0,2.2666666666666666,60.0,0.0093740381099911,18,6.795988476628761e-14,0.3904019034668667,0.0576594535016762,1.01,0.2363384778360291,0.008658560699776,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_14_4,sDB_P_14,silt,0.0702747414569244,1.2576194418769286,4.1648563675487215e-21,0.3964811625864524,7.8,80.7,11.5,5.825,60.0,0.0098814107026158,27,0.0511140760490058,0.3981804023721832,0.0372884826752387,1.01,0.4005316771330509,0.0089636996888922,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_14_5,sDB_P_14,silt loam,0.1129483586586802,1.224619901012723,2.3903310197576973e-19,0.3958522185203156,7.6,72.9,19.5,2.4166666666666665,60.0,0.0139288183761661,18,1.832429797253743e-17,0.3985682807856672,0.090394885091972,1.01,0.2377550815386129,0.012992986568143,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_15_0,sDB_P_15,silt loam,0.1452519655063378,1.2556396764663635,7.818091489309579e-22,0.3984585147853752,9.0,78.0,13.0,50.3875,15.0,0.016398308767388,18,1.5772862819770818e-19,0.4021476819044031,0.1133450485954504,1.01,0.2735567328571764,0.014983247498939,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_15_1,sDB_P_15,silt loam,0.0832527845711626,1.273668445934363,2.9217434165322623e-19,0.3921217678452784,9.0,77.5,13.5,28.120833333333337,15.0,0.0156094650385132,18,0.0532144349077401,0.3932599878632207,0.0374621949844512,1.01,0.468703038938383,0.014271815226659,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_15_2,sDB_P_15,silt loam,0.029887081532659,1.5525669089385588,0.0308766325113076,0.3978926037052023,10.7,78.8,10.5,2.9791666666666665,15.0,0.0211838920829435,18,0.061814457078747,0.4022290357931773,0.0114000282239404,1.1032456676744424,0.98,0.0185477400318118,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_15_3,sDB_P_15,silt loam,0.0166963660720341,1.977008041836536,0.081474958709413,0.380254207169486,13.3,74.7,12.0,0.2791666666666667,15.0,0.0135639196066706,18,0.0879361555418957,0.3834380303706813,0.0098319136685823,1.4370228794032436,0.98,0.0117629415402604,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_15_4,sDB_P_15,silt loam,0.0167153125649283,2.0057509688820376,0.0808276356144075,0.395010985261029,11.6,78.4,10.0,,15.0,0.0139084500571128,18,0.0864694559637945,0.3986266290847035,0.0100273440543864,1.4414793299796007,0.98,0.0118164021782016,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_15_5,sDB_P_15,silt loam,0.0594174337038343,1.2771627819469595,4.171280177874815e-20,0.395634996273971,9.4,74.1,16.5,35.77916666666667,60.0,0.0156278601570517,18,0.1007041556330688,0.3946659887928035,0.012158968474371,1.01,0.9799999999999977,0.0138186154111944,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_15_6,sDB_P_15,silt loam,0.0340451299202965,1.3373950996869708,1.9050387577582273e-12,0.3956173834990608,10.0,74.0,16.0,36.225,60.0,0.0217309173992142,18,0.0835494235244256,0.3977283586633778,0.0089347972416819,1.01,0.98,0.0192781467116224,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_16_0,sDB_P_16,loam,0.117038530778962,1.199194571732646,2.4111692182468894e-20,0.4037950309654786,47.7,39.8,12.5,1.5541666666666665,15.0,0.0187830203708333,18,0.1117535935358691,0.4017650815924853,0.0348950648489764,1.01,0.5322265162277439,0.017957332195788,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_16_1,sDB_P_16,sandy loam,0.0366584609916779,1.2620076777130462,1.8434080645244676e-18,0.3663841749094763,53.1,35.9,11.0,0.0875,15.0,0.0129356557620045,18,0.1087154373269261,0.366348360135782,0.00804898756014,1.01,0.98,0.0116161379943624,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_16_2,sDB_P_16,loam,0.2685488593966583,1.1306387961782836,2.3489374364164533e-24,0.3885104312741604,41.599999999999994,39.4,19.0,0.29,60.0,0.0112403294148204,18,1.6252289282579638e-27,0.3893955531118486,0.2334914932168247,1.01,0.1342389202133165,0.0107664476729554,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_16_3,sDB_P_16,loam,0.0964784373494695,1.182207599775252,2.385009735447347e-19,0.3800394824627682,41.5,45.0,13.5,0.5166666666666667,60.0,0.0150388797708965,18,1.03031977056521e-18,0.3814784091384353,0.0772896692784542,1.01,0.1925579288546627,0.0144194818197271,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_16_4,sDB_P_16,loam,0.2834590978672289,1.120591033309548,4.664623756931047e-21,0.3780903720874375,40.5,42.0,17.5,3.0375,60.0,0.0123146564596846,18,4.937990941410042e-20,0.3790711822487117,0.2572387764365004,1.0100000000000138,0.1225604588370529,0.0121292118556775,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_16_5,sDB_P_16,loam,0.4130943319871777,1.1083520597109298,9.646211392618661e-30,0.3733722765049089,39.6,41.4,19.0,6.458749999999999,60.0,0.0194529778082778,18,5.635432506502889e-27,0.3739195674963311,0.3668608664933203,1.01,0.1105285300415457,0.0192581781509548,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_17_0,sDB_P_17,sandy loam,0.0402366640633419,1.2923898281181672,0.0176205103896113,0.3903695414000473,54.3,35.2,10.5,3.5083333333333333,15.0,0.0136214708806939,18,0.1128804241820878,0.3909056348142651,0.0093741648248231,1.0100000000000111,0.9799999999999792,0.0116230433767573,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_17_1,sDB_P_17,sandy loam,0.0337386663173933,1.311672557495691,0.0072268685185524,0.3979621998022984,55.0,33.5,11.5,28.65416666666667,15.0,0.0180405910869824,18,0.1012281023027933,0.3993758431243522,0.0084614813986709,1.0100000000000084,0.9799999999991252,0.0159613625520065,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_17_2,sDB_P_17,sandy loam,0.1857428383338188,1.1842866987410046,1.014588720084573e-23,0.4186487472937902,54.3,30.2,15.5,5.415416666666666,60.0,0.014341002742808,18,4.2324843087817216e-15,0.4206498292829552,0.1561303886252492,1.01,0.1913920783833231,0.0140779505978335,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_17_3,sDB_P_17,loam,0.0298628542253015,1.2624724239677128,2.5505226010395288e-15,0.364088561834943,52.0,36.0,12.0,0.1041666666666666,60.0,0.0115727363223918,18,0.1125424451905659,0.3646137760698837,0.0069883753635591,1.01,0.9799999999953964,0.0101349788168889,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_17_4,sDB_P_17,sandy loam,0.173525609910739,1.4092235388173684,0.0900526516370199,0.4194069206481353,55.5,28.5,16.0,0.7000000000000001,60.0,0.0099130902510701,18,0.0727557967447861,0.4165640213585381,0.2340740607382109,1.934040229949792,0.1711067802740147,0.0095239001543754,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
sDB_P_18_0,sDB_P_18,loamy sand,0.4401098080147653,2.0328811279059433,0.0910000009999995,0.4456458223380728,84.4,13.6,2.0,,15.0,0.0221843971114927,14,0.0910000009999999,0.4411586747248542,0.5632559964596712,3.0376150390718992,0.2934903915944585,0.0218417095296871,undisturbed,sDB: the same Belgian horizons GSHP labels undisturbed (Belgium_database)
