layer_id,volcanic,andic,volcanic_evidence,p_andosols,wrb,km_any,volcano_any,km_holocene,volcano_holocene
598005,unlikely,unknown,,1.0,Acrisols,1162.6,Sao Tome,1202.9,"Basile, Pico"
598009,unlikely,unknown,,1.0,Acrisols,1162.6,Sao Tome,1202.9,"Basile, Pico"
598061,unlikely,unknown,,2.0,Acrisols,990.7,Sao Tome,1019.4,"Basile, Pico"
598431,unlikely,unknown,,0.0,Acrisols,1053.3,Cap-Vert,1767.0,Tahalra Volcanic Field
598449,unlikely,unknown,,0.0,Acrisols,1053.3,Cap-Vert,1767.0,Tahalra Volcanic Field
598566,unlikely,unknown,,0.0,Lixisols,546.0,Tukuyu,549.3,Kyejo
598568,unlikely,unknown,,0.0,Lixisols,546.0,Tukuyu,549.3,Kyejo
598582,unlikely,unknown,,0.0,Lixisols,496.3,Tukuyu,497.9,Kyejo
598585,unlikely,unknown,,0.0,Lixisols,496.3,Tukuyu,497.9,Kyejo
598587,unlikely,unknown,,0.0,Lixisols,496.3,Tukuyu,497.9,Kyejo
598588,unlikely,unknown,,0.0,Lixisols,768.0,Tukuyu,769.0,Kyejo
598591,unlikely,unknown,,0.0,Lixisols,768.0,Tukuyu,769.0,Kyejo
598592,unlikely,unknown,,0.0,Lixisols,768.0,Tukuyu,769.0,Kyejo
598593,unlikely,unknown,,0.0,Lixisols,768.1,Tukuyu,769.2,Kyejo
598594,unlikely,unknown,,0.0,Lixisols,768.1,Tukuyu,769.2,Kyejo
598624,unlikely,unknown,,0.0,Acrisols,827.4,Todra Volcanic Field,827.4,Todra Volcanic Field
598627,unlikely,unknown,,0.0,Acrisols,827.4,Todra Volcanic Field,827.4,Todra Volcanic Field
598633,unlikely,unknown,,0.0,Acrisols,827.4,Todra Volcanic Field,827.4,Todra Volcanic Field
598639,unlikely,unknown,,0.0,Acrisols,827.4,Todra Volcanic Field,827.4,Todra Volcanic Field
598640,unlikely,unknown,,0.0,Acrisols,827.4,Todra Volcanic Field,827.4,Todra Volcanic Field
598648,unlikely,unknown,,0.0,Acrisols,827.4,Todra Volcanic Field,827.4,Todra Volcanic Field
598663,unlikely,unknown,,0.0,Acrisols,827.4,Todra Volcanic Field,827.4,Todra Volcanic Field
598664,unlikely,unknown,,0.0,Acrisols,827.4,Todra Volcanic Field,827.4,Todra Volcanic Field
598665,unlikely,unknown,,0.0,Acrisols,827.4,Todra Volcanic Field,827.4,Todra Volcanic Field
598670,unlikely,unknown,,0.0,Vertisols,548.2,Todra Volcanic Field,548.2,Todra Volcanic Field
598675,unlikely,unknown,,0.0,Vertisols,548.2,Todra Volcanic Field,548.2,Todra Volcanic Field
598678,unlikely,unknown,,0.0,Vertisols,548.2,Todra Volcanic Field,548.2,Todra Volcanic Field
598682,unlikely,unknown,,0.0,Vertisols,548.2,Todra Volcanic Field,548.2,Todra Volcanic Field
598693,unlikely,unknown,,0.0,Fluvisols,485.9,Jos Plateau,488.0,Todra Volcanic Field
599474,unlikely,unknown,,0.0,Lixisols,1363.1,Tukuyu,1372.6,Kyejo
599485,unlikely,unknown,,0.0,Luvisols,1357.7,Tukuyu,1367.2,Kyejo
599486,unlikely,unknown,,0.0,Luvisols,1357.7,Tukuyu,1367.2,Kyejo
599536,unlikely,unknown,,0.0,Lixisols,967.8,Tukuyu,975.9,Kyejo
599537,unlikely,unknown,,0.0,Lixisols,967.8,Tukuyu,975.9,Kyejo
599604,unlikely,unknown,,0.0,Acrisols,998.2,Tukuyu,1005.4,Kyejo
599608,unlikely,unknown,,0.0,Acrisols,998.2,Tukuyu,1005.4,Kyejo
599655,unlikely,unknown,,0.0,Lixisols,955.7,Tukuyu,962.4,Kyejo
599697,unlikely,unknown,,0.0,Arenosols,904.8,Tukuyu,911.0,Kyejo
599779,unlikely,unknown,,0.0,Chernozems,299.6,Psathoura,516.3,Methana
601050,probable,unknown,Holocene volcano <= 25 km,,,24.6,McMurdo Province at 76.8°S,24.6,McMurdo Province at 76.8°S
601053,probable,unknown,Holocene volcano <= 25 km,,,24.6,McMurdo Province at 76.8°S,24.6,McMurdo Province at 76.8°S
601055,unlikely,unknown,,,,37.0,Taylor Valley,104.0,McMurdo Province at 76.8°S
603425,unlikely,unknown,,3.0,Podzols,298.5,Psathoura,502.0,Methana
604775,unlikely,unknown,,0.0,Kastanozems,292.3,Raton-Clayton,578.7,Dotsero
604776,unlikely,unknown,,0.0,Kastanozems,292.3,Raton-Clayton,578.7,Dotsero
604777,unlikely,unknown,,0.0,Kastanozems,292.3,Raton-Clayton,578.7,Dotsero
604778,unlikely,unknown,,0.0,Kastanozems,292.3,Raton-Clayton,578.7,Dotsero
604779,unlikely,unknown,,0.0,Kastanozems,292.3,Raton-Clayton,578.7,Dotsero
604780,unlikely,unknown,,0.0,Kastanozems,292.3,Raton-Clayton,578.7,Dotsero
611739,unlikely,unknown,,0.0,Chernozems,421.7,Yellowstone,598.0,Hell's Half Acre
611741,unlikely,unknown,,0.0,Chernozems,421.7,Yellowstone,598.0,Hell's Half Acre
614502,unlikely,unknown,,0.0,Calcisols,72.0,Potrillo Volcanic Field,157.4,Carrizozo
614504,unlikely,unknown,,0.0,Calcisols,72.0,Potrillo Volcanic Field,157.4,Carrizozo
614513,unlikely,unknown,,0.0,Calcisols,72.0,Potrillo Volcanic Field,157.4,Carrizozo
614514,unlikely,unknown,,0.0,Calcisols,72.0,Potrillo Volcanic Field,157.4,Carrizozo
614524,unlikely,unknown,,0.0,Calcisols,71.9,Potrillo Volcanic Field,157.5,Carrizozo
614553,unlikely,unknown,,0.0,Calcisols,76.7,Potrillo Volcanic Field,152.8,Carrizozo
614567,unlikely,unknown,,0.0,Calcisols,76.7,Potrillo Volcanic Field,152.8,Carrizozo
614574,unlikely,unknown,,0.0,Calcisols,76.7,Potrillo Volcanic Field,152.8,Carrizozo
614590,unlikely,unknown,,0.0,Calcisols,77.4,Potrillo Volcanic Field,152.1,Carrizozo
615465,unlikely,unknown,,0.0,Luvisols,1201.6,Raton-Clayton,1288.3,Dotsero
615470,unlikely,unknown,,0.0,Luvisols,1201.6,Raton-Clayton,1288.3,Dotsero
615475,unlikely,unknown,,0.0,Luvisols,1201.6,Raton-Clayton,1288.3,Dotsero
615476,unlikely,unknown,,0.0,Luvisols,1201.6,Raton-Clayton,1288.3,Dotsero
615477,unlikely,unknown,,0.0,Luvisols,1201.6,Raton-Clayton,1288.3,Dotsero
615481,unlikely,unknown,,0.0,Luvisols,1201.6,Raton-Clayton,1288.3,Dotsero
615482,unlikely,unknown,,0.0,Luvisols,1201.6,Raton-Clayton,1288.3,Dotsero
615484,unlikely,unknown,,0.0,Luvisols,1201.6,Raton-Clayton,1288.3,Dotsero
620207,unlikely,unknown,,0.0,Luvisols,998.4,Raton-Clayton,1136.2,Dotsero
620208,unlikely,unknown,,0.0,Luvisols,998.4,Raton-Clayton,1136.2,Dotsero
620209,unlikely,unknown,,0.0,Luvisols,998.4,Raton-Clayton,1136.2,Dotsero
620210,unlikely,unknown,,0.0,Luvisols,998.4,Raton-Clayton,1136.2,Dotsero
620211,unlikely,unknown,,0.0,Luvisols,998.4,Raton-Clayton,1136.2,Dotsero
620213,unlikely,unknown,,0.0,Luvisols,998.4,Raton-Clayton,1136.2,Dotsero
620214,unlikely,unknown,,0.0,Luvisols,998.4,Raton-Clayton,1136.2,Dotsero
620216,unlikely,unknown,,1.0,Luvisols,1261.8,Raton-Clayton,1487.5,Carrizozo
620217,unlikely,unknown,,1.0,Luvisols,1261.8,Raton-Clayton,1487.5,Carrizozo
620218,unlikely,unknown,,1.0,Luvisols,1261.8,Raton-Clayton,1487.5,Carrizozo
620258,unlikely,unknown,,1.0,Acrisols,1631.3,Raton-Clayton,1821.9,Carrizozo
620719,unlikely,unknown,,1.0,Phaeozems,954.2,McCoy,993.3,Dotsero
620720,unlikely,unknown,,1.0,Phaeozems,954.2,McCoy,993.3,Dotsero
620721,unlikely,unknown,,1.0,Phaeozems,954.2,McCoy,993.3,Dotsero
620722,unlikely,unknown,,1.0,Phaeozems,954.2,McCoy,993.3,Dotsero
621345,unlikely,unknown,,0.0,Luvisols,1561.7,Raton-Clayton,1750.5,Carrizozo
621346,unlikely,unknown,,0.0,Luvisols,1561.7,Raton-Clayton,1750.5,Carrizozo
621347,unlikely,unknown,,0.0,Luvisols,1561.7,Raton-Clayton,1750.5,Carrizozo
621351,unlikely,unknown,,1.0,Luvisols,1588.9,Raton-Clayton,1770.4,Carrizozo
621352,unlikely,unknown,,1.0,Luvisols,1588.9,Raton-Clayton,1770.4,Carrizozo
621354,unlikely,unknown,,1.0,Luvisols,1431.9,Raton-Clayton,1586.8,Carrizozo
621360,unlikely,unknown,,1.0,Luvisols,1431.9,Raton-Clayton,1586.8,Carrizozo
621364,unlikely,unknown,,0.0,Luvisols,1226.6,Raton-Clayton,1386.0,Carrizozo
626809,unlikely,unknown,,0.0,Cambisols,2066.5,Raton-Clayton,2192.6,Dotsero
626812,unlikely,unknown,,0.0,Cambisols,2066.5,Raton-Clayton,2192.6,Dotsero
626813,unlikely,unknown,,0.0,Cambisols,2066.5,Raton-Clayton,2192.6,Dotsero
626814,unlikely,unknown,,0.0,Cambisols,2066.5,Raton-Clayton,2192.6,Dotsero
627148,unlikely,unknown,,0.0,Kastanozems,933.3,McCoy,975.4,Dotsero
627152,unlikely,unknown,,0.0,Kastanozems,933.3,McCoy,975.4,Dotsero
627153,unlikely,unknown,,0.0,Kastanozems,933.3,McCoy,975.4,Dotsero
627154,unlikely,unknown,,0.0,Kastanozems,933.3,McCoy,975.4,Dotsero
627155,unlikely,unknown,,0.0,Kastanozems,933.3,McCoy,975.4,Dotsero
627156,unlikely,unknown,,0.0,Kastanozems,933.2,McCoy,975.4,Dotsero
627157,unlikely,unknown,,0.0,Kastanozems,933.2,McCoy,975.4,Dotsero
627158,unlikely,unknown,,0.0,Kastanozems,933.2,McCoy,975.4,Dotsero
627159,unlikely,unknown,,0.0,Kastanozems,933.2,McCoy,975.4,Dotsero
627160,unlikely,unknown,,0.0,Kastanozems,933.2,McCoy,975.4,Dotsero
627161,unlikely,unknown,,0.0,Kastanozems,933.2,McCoy,975.4,Dotsero
627519,unlikely,unknown,,1.0,Luvisols,1617.7,Raton-Clayton,1813.0,Carrizozo
627520,unlikely,unknown,,1.0,Luvisols,1617.7,Raton-Clayton,1813.0,Carrizozo
627521,unlikely,unknown,,1.0,Luvisols,1617.7,Raton-Clayton,1813.0,Carrizozo
627522,unlikely,unknown,,1.0,Luvisols,1617.7,Raton-Clayton,1813.0,Carrizozo
627523,unlikely,unknown,,1.0,Luvisols,1617.7,Raton-Clayton,1813.0,Carrizozo
627525,unlikely,unknown,,0.0,Luvisols,1556.1,Raton-Clayton,1749.2,Carrizozo
627526,unlikely,unknown,,0.0,Luvisols,1556.1,Raton-Clayton,1749.2,Carrizozo
627527,unlikely,unknown,,0.0,Luvisols,1556.1,Raton-Clayton,1749.2,Carrizozo
627529,unlikely,unknown,,0.0,Luvisols,1556.1,Raton-Clayton,1749.2,Carrizozo
627530,unlikely,unknown,,1.0,Luvisols,1583.4,Raton-Clayton,1776.8,Carrizozo
627531,unlikely,unknown,,1.0,Luvisols,1583.4,Raton-Clayton,1776.8,Carrizozo
627532,unlikely,unknown,,1.0,Luvisols,1583.4,Raton-Clayton,1776.8,Carrizozo
627533,unlikely,unknown,,1.0,Luvisols,1583.4,Raton-Clayton,1776.8,Carrizozo
628608,unlikely,unknown,,0.0,Luvisols,1605.9,Raton-Clayton,1836.6,Carrizozo
628612,unlikely,unknown,,0.0,Luvisols,1605.9,Raton-Clayton,1836.6,Carrizozo
628615,unlikely,unknown,,0.0,Luvisols,1605.9,Raton-Clayton,1836.6,Carrizozo
629242,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,18.0,Cambisols,25.3,Rainier,25.3,Rainier
629245,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,18.0,Cambisols,25.3,Rainier,25.3,Rainier
629348,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,6.0,Podzols,75.5,Glacier Peak,75.5,Glacier Peak
629766,unlikely,unknown,,6.0,Cambisols,278.0,Chilcotin Group-South,349.8,Glacier Peak
629767,unlikely,unknown,,6.0,Cambisols,278.0,Chilcotin Group-South,349.8,Glacier Peak
629768,unlikely,unknown,,6.0,Cambisols,278.0,Chilcotin Group-South,349.8,Glacier Peak
629769,unlikely,unknown,,6.0,Cambisols,278.0,Chilcotin Group-South,349.8,Glacier Peak
629770,unlikely,unknown,,6.0,Cambisols,278.0,Chilcotin Group-South,349.8,Glacier Peak
629771,unlikely,unknown,,6.0,Cambisols,278.0,Chilcotin Group-South,349.8,Glacier Peak
629966,unlikely,unknown,,0.0,Acrisols,1224.3,Aldama Volcanic Field,1457.9,Naolinco Volcanic Field
629967,unlikely,unknown,,0.0,Acrisols,1224.3,Aldama Volcanic Field,1457.9,Naolinco Volcanic Field
629968,unlikely,unknown,,0.0,Acrisols,1224.3,Aldama Volcanic Field,1457.9,Naolinco Volcanic Field
629969,unlikely,unknown,,0.0,Acrisols,1224.3,Aldama Volcanic Field,1457.9,Naolinco Volcanic Field
629970,unlikely,unknown,,0.0,Acrisols,1224.3,Aldama Volcanic Field,1457.9,Naolinco Volcanic Field
629971,unlikely,unknown,,0.0,Acrisols,1224.3,Aldama Volcanic Field,1457.9,Naolinco Volcanic Field
629972,unlikely,unknown,,0.0,Acrisols,1224.3,Aldama Volcanic Field,1457.9,Naolinco Volcanic Field
630751,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,20.0,Kastanozems,48.6,Fort Rock Volcanic Field,67.0,Devils Garden
630752,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,20.0,Kastanozems,48.6,Fort Rock Volcanic Field,67.0,Devils Garden
630755,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,7.0,Kastanozems,58.8,Sprague River Valley,99.6,Medicine Lake
630756,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,7.0,Kastanozems,58.8,Sprague River Valley,99.6,Medicine Lake
630847,unlikely,unknown,,4.0,Chernozems,66.1,Black Butte Crater Lava Field,66.1,Black Butte Crater Lava Field
630848,unlikely,unknown,,4.0,Chernozems,66.1,Black Butte Crater Lava Field,66.1,Black Butte Crater Lava Field
630849,unlikely,unknown,,4.0,Chernozems,66.1,Black Butte Crater Lava Field,66.1,Black Butte Crater Lava Field
630850,unlikely,unknown,,3.0,Chernozems,59.4,Black Butte Crater Lava Field,59.4,Black Butte Crater Lava Field
630855,unlikely,unknown,,2.0,Chernozems,139.0,Black Butte Crater Lava Field,139.0,Black Butte Crater Lava Field
630858,unlikely,unknown,,2.0,Chernozems,139.0,Black Butte Crater Lava Field,139.0,Black Butte Crater Lava Field
632148,unlikely,unknown,,0.0,Acrisols,1966.1,"Vigie, Morne la",2394.8,"Chichon, El"
632998,unlikely,unknown,,0.0,Cambisols,78.0,Potrillo Volcanic Field,151.7,Carrizozo
633019,unlikely,unknown,,0.0,Calcisols,65.4,Potrillo Volcanic Field,164.0,Carrizozo
633149,unlikely,unknown,,0.0,Kastanozems,245.6,Yellowstone,376.5,Hell's Half Acre
633158,unlikely,unknown,,0.0,Kastanozems,233.0,Yellowstone,357.0,Hell's Half Acre
633830,unlikely,unknown,,1.0,Kastanozems,96.7,Black Butte Crater Lava Field,96.7,Black Butte Crater Lava Field
633831,unlikely,unknown,,1.0,Kastanozems,96.7,Black Butte Crater Lava Field,96.7,Black Butte Crater Lava Field
633836,unlikely,unknown,,1.0,Kastanozems,72.4,Sinker Butte,95.3,Jordan Craters
633838,unlikely,unknown,,1.0,Kastanozems,72.4,Sinker Butte,95.3,Jordan Craters
633912,unlikely,unknown,,0.0,Chernozems,55.7,Blackfoot Volcanic Field,159.1,Hell's Half Acre
633914,unlikely,unknown,,0.0,Chernozems,55.7,Blackfoot Volcanic Field,159.1,Hell's Half Acre
634484,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,17.0,Cambisols,27.9,Steamboat Springs,96.4,Soda Lakes
634485,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,17.0,Cambisols,27.9,Steamboat Springs,96.4,Soda Lakes
634486,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,17.0,Cambisols,27.9,Steamboat Springs,96.4,Soda Lakes
634487,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,17.0,Cambisols,27.9,Steamboat Springs,96.4,Soda Lakes
634489,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,25.0,Cambisols,54.8,Steamboat Springs,122.7,Soda Lakes
634490,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,25.0,Cambisols,54.8,Steamboat Springs,122.7,Soda Lakes
634491,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,25.0,Cambisols,54.8,Steamboat Springs,122.7,Soda Lakes
634492,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,25.0,Cambisols,54.8,Steamboat Springs,122.7,Soda Lakes
634498,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,13.0,Cambisols,56.9,Steamboat Springs,120.8,Soda Lakes
634499,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,13.0,Cambisols,56.9,Steamboat Springs,120.8,Soda Lakes
634503,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,19.0,Cambisols,52.9,Steamboat Springs,111.7,Soda Lakes
634504,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,18.0,Cambisols,61.2,Steamboat Springs,117.9,Soda Lakes
634505,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,18.0,Cambisols,61.2,Steamboat Springs,117.9,Soda Lakes
634509,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,21.0,Cambisols,66.2,Steamboat Springs,128.0,Soda Lakes
634510,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,21.0,Cambisols,66.2,Steamboat Springs,128.0,Soda Lakes
634512,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,10.0,Cambisols,43.7,Steamboat Springs,116.6,Soda Lakes
634513,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,10.0,Cambisols,43.7,Steamboat Springs,116.6,Soda Lakes
634515,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,10.0,Cambisols,43.7,Steamboat Springs,116.6,Soda Lakes
634517,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,16.0,Luvisols,50.5,Steamboat Springs,123.2,Soda Lakes
634518,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,16.0,Luvisols,50.5,Steamboat Springs,123.2,Soda Lakes
634547,unlikely,unknown,,10.0,Cambisols,168.3,Chilcotin Group-South,216.8,Glacier Peak
634549,unlikely,unknown,,10.0,Cambisols,168.3,Chilcotin Group-South,216.8,Glacier Peak
634550,unlikely,unknown,,3.0,Kastanozems,270.4,Simcoe,315.1,Adams
634551,unlikely,unknown,,3.0,Kastanozems,270.4,Simcoe,315.1,Adams
634552,unlikely,unknown,,3.0,Kastanozems,270.4,Simcoe,315.1,Adams
634553,unlikely,unknown,,3.0,Kastanozems,270.4,Simcoe,315.1,Adams
634554,unlikely,unknown,,3.0,Kastanozems,270.4,Simcoe,315.1,Adams
634555,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,15.0,Cambisols,98.9,Tumac Mountain,115.3,Glacier Peak
634557,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,20.0,Cambisols,93.5,Tumac Mountain,103.9,Glacier Peak
634561,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,20.0,Cambisols,93.5,Tumac Mountain,103.9,Glacier Peak
634562,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,20.0,Cambisols,93.5,Tumac Mountain,103.9,Glacier Peak
634563,probable,unknown,SoilGrids Andosols; volcano <= 100 km + SoilGrids >= 5 %,20.0,Cambisols,93.5,Tumac Mountain,103.9,Glacier Peak
634564,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,10.0,Luvisols,29.1,Goat Rocks,35.7,Adams
635222,probable,unknown,SoilGrids Andosols,28.0,Cambisols,319.7,Simcoe,351.6,Glacier Peak
635223,probable,unknown,SoilGrids Andosols,28.0,Cambisols,319.7,Simcoe,351.6,Glacier Peak
635224,probable,unknown,SoilGrids Andosols,28.0,Cambisols,319.7,Simcoe,351.6,Glacier Peak
635225,probable,unknown,SoilGrids Andosols,28.0,Cambisols,319.7,Simcoe,351.6,Glacier Peak
636261,unlikely,unknown,,0.0,Cambisols,2315.8,Raton-Clayton,2466.6,Dotsero
636269,unlikely,unknown,,0.0,Cambisols,2315.8,Raton-Clayton,2466.6,Dotsero
636275,unlikely,unknown,,0.0,Cambisols,2315.8,Raton-Clayton,2466.6,Dotsero
636277,unlikely,unknown,,0.0,Cambisols,2315.9,Raton-Clayton,2466.7,Dotsero
636278,unlikely,unknown,,0.0,Cambisols,2315.9,Raton-Clayton,2466.7,Dotsero
636279,unlikely,unknown,,0.0,Cambisols,2315.9,Raton-Clayton,2466.7,Dotsero
636280,unlikely,unknown,,0.0,Cambisols,2315.9,Raton-Clayton,2466.7,Dotsero
636282,unlikely,unknown,,0.0,Cambisols,2315.9,Raton-Clayton,2466.7,Dotsero
636283,unlikely,unknown,,0.0,Cambisols,2315.9,Raton-Clayton,2466.7,Dotsero
636288,unlikely,unknown,,0.0,Cambisols,2315.8,Raton-Clayton,2466.6,Dotsero
636289,unlikely,unknown,,0.0,Cambisols,2315.8,Raton-Clayton,2466.6,Dotsero
636290,unlikely,unknown,,0.0,Cambisols,2315.8,Raton-Clayton,2466.6,Dotsero
636291,unlikely,unknown,,0.0,Cambisols,2315.8,Raton-Clayton,2466.6,Dotsero
636498,unlikely,unknown,,0.0,Kastanozems,247.9,Yellowstone,367.7,Hell's Half Acre
636502,unlikely,unknown,,0.0,Kastanozems,235.3,Yellowstone,361.4,Hell's Half Acre
636506,unlikely,unknown,,0.0,Kastanozems,239.3,Yellowstone,355.7,Hell's Half Acre
636643,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
636644,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
636645,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
636646,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
636647,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
636648,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
636649,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
636650,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
636651,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
636652,unlikely,unknown,,0.0,Acrisols,1714.7,"Vigie, Morne la",1978.4,"Yojoa, Lago"
641748,unlikely,unknown,,0.0,Kastanozems,634.0,Raton-Clayton,736.6,Dotsero
641753,unlikely,unknown,,0.0,Kastanozems,634.0,Raton-Clayton,736.6,Dotsero
641754,unlikely,unknown,,0.0,Kastanozems,634.0,Raton-Clayton,736.6,Dotsero
641766,unlikely,unknown,,0.0,Kastanozems,628.0,Raton-Clayton,770.9,Dotsero
641768,unlikely,unknown,,0.0,Kastanozems,628.0,Raton-Clayton,770.9,Dotsero
642196,unlikely,unknown,,0.0,Acrisols,1802.2,"Vigie, Morne la",2065.8,"Chichon, El"
642203,unlikely,unknown,,0.0,Acrisols,1802.2,"Vigie, Morne la",2065.8,"Chichon, El"
642204,unlikely,unknown,,0.0,Acrisols,1802.2,"Vigie, Morne la",2065.8,"Chichon, El"
642536,unlikely,unknown,,1.0,Kastanozems,239.0,Jordan Craters,239.0,Jordan Craters
642590,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,5.0,Luvisols,56.3,Boring Lava,101.0,West Crater
642598,unlikely,unknown,,2.0,Kastanozems,69.3,Boring Lava,129.8,West Crater
642604,unlikely,unknown,,1.0,Luvisols,63.9,Boring Lava,124.0,West Crater
642627,possible,unknown,volcano <= 100 km + SoilGrids >= 5 %,5.0,Luvisols,55.3,Boring Lava,118.1,West Crater
642632,unlikely,unknown,,1.0,Luvisols,67.8,Boring Lava,127.3,West Crater
642633,unlikely,unknown,,1.0,Luvisols,47.1,Boring Lava,97.8,West Crater
642635,unlikely,unknown,,1.0,Luvisols,47.1,Boring Lava,97.8,West Crater
642641,unlikely,unknown,,1.0,Luvisols,47.1,Boring Lava,97.8,West Crater
642647,unlikely,unknown,,0.0,Kastanozems,58.3,Boring Lava,105.8,West Crater
642654,unlikely,unknown,,1.0,Kastanozems,58.1,Boring Lava,105.5,West Crater
642660,unlikely,unknown,,0.0,Kastanozems,58.6,Boring Lava,105.7,West Crater
642713,unlikely,unknown,,2.0,Chernozems,73.8,Menan Buttes,111.2,Hell's Half Acre
642714,unlikely,unknown,,2.0,Chernozems,73.8,Menan Buttes,111.2,Hell's Half Acre
642715,unlikely,unknown,,2.0,Chernozems,73.8,Menan Buttes,111.2,Hell's Half Acre
642716,unlikely,unknown,,2.0,Chernozems,73.8,Menan Buttes,111.2,Hell's Half Acre
642720,unlikely,unknown,,3.0,Chernozems,49.9,Lava Butte,62.2,Jordan Craters
642721,unlikely,unknown,,3.0,Chernozems,49.9,Lava Butte,62.2,Jordan Craters
642722,unlikely,unknown,,3.0,Chernozems,49.9,Lava Butte,62.2,Jordan Craters
642723,unlikely,unknown,,3.0,Chernozems,49.9,Lava Butte,62.2,Jordan Craters
642793,unlikely,unknown,,0.0,Calcisols,91.2,Potrillo Volcanic Field,150.9,Carrizozo
642795,unlikely,unknown,,0.0,Calcisols,91.2,Potrillo Volcanic Field,150.9,Carrizozo
642796,unlikely,unknown,,0.0,Calcisols,91.2,Potrillo Volcanic Field,150.9,Carrizozo
642797,unlikely,unknown,,0.0,Calcisols,91.2,Potrillo Volcanic Field,150.9,Carrizozo
642798,unlikely,unknown,,0.0,Calcisols,91.2,Potrillo Volcanic Field,150.9,Carrizozo
642799,unlikely,unknown,,0.0,Calcisols,91.2,Potrillo Volcanic Field,150.9,Carrizozo
642803,unlikely,unknown,,0.0,Calcisols,89.1,Potrillo Volcanic Field,151.1,Carrizozo
642806,unlikely,unknown,,0.0,Calcisols,89.1,Potrillo Volcanic Field,151.1,Carrizozo
642807,unlikely,unknown,,0.0,Calcisols,89.1,Potrillo Volcanic Field,151.1,Carrizozo
642812,unlikely,unknown,,0.0,Calcisols,91.6,Potrillo Volcanic Field,149.8,Carrizozo
642817,unlikely,unknown,,0.0,Gypsisols,108.8,Jornada del Muerto,118.4,Carrizozo
642818,unlikely,unknown,,0.0,Gypsisols,108.8,Jornada del Muerto,118.4,Carrizozo
642819,unlikely,unknown,,0.0,Gypsisols,108.8,Jornada del Muerto,118.4,Carrizozo
642821,unlikely,unknown,,0.0,Gypsisols,108.8,Jornada del Muerto,118.4,Carrizozo
642823,unlikely,unknown,,0.0,Gypsisols,109.4,Jornada del Muerto,117.9,Carrizozo
642824,unlikely,unknown,,0.0,Gypsisols,109.4,Jornada del Muerto,117.9,Carrizozo
642825,unlikely,unknown,,0.0,Gypsisols,109.4,Jornada del Muerto,117.9,Carrizozo
